Username,Followers,Average Likes,Average Comments,Average Engagement Rate,Engagement Rate (60 Days),Posting frequency (last 60 days),Posts (image),Posts (videos),Posts (carousel),Average Hashtags / Post (60 Days),Hashtags (dictionary)
cindytandiyah,105722,352.92,6.83,0.3403,0.2749,19,4,5,10,1.053,"{'cindytandiyah': 9, 'cindytandiyahbride': 9, 'jeffgottiffsy': 2}"
teuku.mannan,38721,895.4,5.5,2.3266,0.2686,2,0,2,0,29,"{'video': 2, 'music': 1, 'love': 1, 'instagram': 1, 'like': 1, 'instagood': 1, 'viral': 1, 'follow': 1, 'tiktok': 1, 'youtube': 2, 'photography': 1, 'art': 2, 'likeforlikes': 1, 'videos': 1, 'photo': 2, 'film': 1, 'k': 2, 'explore': 1, 'followforfollowback': 1, 'funny': 2, 'memes': 1, 'videography': 1, 'videooftheday': 1, 'photooftheday': 2, 'musicvideo': 1, 'edit': 1, 'trending': 1, 'explorepage': 1, 'a': 1, 'likes': 1, 'cute': 1, 'trend': 1, 'beauty': 1, 'reelsinstagram': 1, 'foryoupage': 1, 'happy': 1, 'nature': 1, 'beautiful': 1, 'lifestyle': 1, 'life': 1, 'travel': 1, 'instalike': 1, 'meme': 1, 'comment': 1, 'share': 1, 'post': 1, 'repost': 1, 'viralindonesia': 1, 'exploremore': 1, 'followme': 1, 'viralreels': 1, 'dance': 1, 'picoftheday': 1}"
santikagarut,48159,197.11,24.46,0.4601,0.2497,8,3,5,0,1.125,"{'newyearseve': 1, 'hotelsantikagarut': 1, 'santikaindonesiahotelsandresorts': 1, 'santikamoments': 2, 'magicalforestadventure': 1, 'newyear': 1, 'santikagarut': 1, 'santikahotels': 1}"
pufflovaa,117363,2591.67,12.16,2.2186,1.824,6,0,5,1,0.333,"{'birthdaycake': 1, 'harrypotter': 1}"
cantikamartini,122264,5854.66,44.28,4.8247,0.5687,6,0,1,5,0.5,"{'beachhouse': 1, 'surflife': 1, 'mentawai': 1}"
infobandungtimur_,177127,845.67,25.96,0.4921,0.384,276,147,102,27,4.069,"{'lenterasalon': 1, 'salonandspa': 1, 'salonandspabandung': 1, 'treatmentmurah': 1, 'creambath': 1, 'hairtherapy': 1, 'promonovember': 1, 'familyspa': 1, 'dandruff': 1, 'explorebandung': 5, 'rancaekek': 2, 'kopo': 2, 'cimahi': 2, 'cibiru': 1, 'margacinta': 1, 'cicaheum': 1, 'padalarang': 1, 'weekendbandung': 5, 'eventbandung': 9, 'infobandung': 30, 'ayokebandung': 1, 'bandungseru': 2, 'wargibandung': 38, 'masjidrayaaljabbar': 1, 'parkirresmi': 1, 'bandungkeren': 1, 'bandunginfo': 4, 'parkircashless': 1, 'antipungli': 1, 'persibbandung': 3, 'gbla': 3, 'maungbandung': 2, 'liga1': 1, 'ayopersib': 1, 'pangeranbiru': 1, 'stadiongbla': 2, 'beritapersib': 1, 'jalanbandung': 1, 'kabeloptik': 1, 'galiankabel': 1, 'bandungnews': 3, 'bandungmacet': 8, 'antinarkoba': 1, 'bandungbebasnarkoba': 1, 'ganjasintetis': 1, 'beritabandung': 12, 'polrestabesbandung': 3, 'stopnarkoba': 1, 'jagakesehatan': 1, 'dronephotography': 1, 'dronedaily': 1, 'dronepilot': 1, 'ujungberung': 6, 'usa': 1, 'bandungtertib': 9, 'trotoaruntukpejalankaki': 2, 'satpolppbandung': 3, 'jagaketertiban': 1, 'bandungbersih': 2, 'zonamerahpkl': 1, 'pklbandung': 2, 'tragedibandung': 1, 'bandungbersedih': 1, 'stopkekerasan': 1, 'prayforwidiana': 1, 'kabarduka': 1, 'cipularang': 1, 'cipularang92': 1, 'infobandungraya': 1, 'infobandungtimur': 5, 'tolcipularang': 1, 'kecelakaanberuntun': 2, 'infolalin': 1, 'wargijabar': 1, 'cipularangkm92': 1, 'hatihatidijalan': 5, 'staysafewargi': 3, 'cuacabandung': 1, 'infobmkg': 1, 'hujanpetir': 1, 'waspadacuaca': 1, 'bandunghujan': 1, 'persiapkanpayung': 1, 'cuacahariini': 1, 'kecelakaanbandung': 3, 'kecelakaantol': 1, 'kecelakaantolpurbaleunyi': 1, 'tolpurbaleunyi': 2, 'jalanahmadyani': 1, 'keselamatanberkendara': 1, 'waspadacuacaekstrem': 1, 'bmkgjabar': 1, 'jawabarat': 3, 'musimhujan': 2, 'infocuaca': 1, 'bersihlingkungan': 1, 'jagaalam': 1, 'bandungweekend': 4, 'macetbandung': 4, 'weekendgoals': 1, 'bandungupdate': 38, 'keretacepat': 1, 'whooshid': 1, 'weekenddelay': 1, 'cuacaburuk': 1, 'bandungbarat': 1, 'nunggukereta': 1, 'bandungevent': 6, 'weekendvibes': 2, 'gooutbandung': 1, 'bandunglife': 1, 'bandunghits': 6, 'waspadakejahatan': 2, 'kasusbegal': 1, 'keamananbandung': 2, 'viralkainkafan': 1, 'kafaniid': 1, 'livetiktok': 1, 'marketingunik': 1, 'fyp': 3, 'gayajualan': 1, 'pastiketemu': 3, 'informa': 1, 'informawowsale': 1, 'furnituresale': 1, 'diskon': 1, 'banjirgedebage': 1, 'kolamretensi': 1, 'pemkotbandung': 3, 'bandungtimur': 18, 'infrastrukturbandung': 3, 'hujan': 1, 'kabarlongsor': 1, 'kabarbandungnews': 1, 'ciwidey': 1, 'cidaun': 1, 'longsor': 1, 'kabbandung': 2, 'akhirpekanbandung': 1, 'jumatberkah': 1, 'staysafebandung': 2, 'banjirbandung': 2, 'updatebandung': 3, 'kampungcikupa': 1, 'bandungwaspada': 1, 'surabi': 1, 'surabidurianarnata': 1, 'surabibandung': 1, 'surabidurian': 1, 'appledibandung': 1, 'investasiapple': 1, 'tkdn': 1, 'ekonomibandung': 1, 'madeinbandung': 1, 'semuabisapunyarumah': 1, 'rumahsubsidi': 1, 'modernhome': 1, 'buildwithquality': 1, 'jesugarglider': 1, 'jesugargliderid': 1, 'sugarglider': 1, 'sugargliderjakarta': 1, 'sugargliderindonesia': 1, 'pet': 1, 'grooming': 1, 'dji': 5, 'reels': 4, 'djindonesia': 1, 'djicommunity': 2, 'praykabupatenbandung': 1, 'infobdgbaratcimahi': 1, 'folkjawabarat': 1, 'exittolgedebage': 5, 'pembangunantol': 1, 'lancarjaya': 1, 'djiindonesia': 2, 'fcmobile': 1, 'fcmobileindonesia': 1, 'fcprofestival2024': 1, 'fcprofestivalindonesiaqualifier2024': 1, 'universitasterbuka': 1, 'kuliahonline': 1, 'onlinelearning': 1, 'kampusnegeri': 1, 'kuliahfleksibelsesuaigayamu': 1, 'kuliahsambilkerja': 1, 'utbandung': 1, 'pendaftaranmahasiswabaru': 1, 'utbandunghebring': 1, 'siagabencana': 1, 'kotabandung': 3, 'infoujungberungbandung': 1, 'infoujungberungid': 4, 'ujungberungbandung': 4, 'flyoverpasupati': 1, 'lalulintasbandung': 1, 'dishubbandung': 2, 'bandunghariini': 4, 'keamananbersama': 1, 'viralbandung': 2, 'spbubandung': 1, 'hargaipetugas': 1, 'janganemosi': 1, 'goodbyeyogyaciwalk': 1, 'yopeopleforever': 1, 'bandungnostalgia': 1, 'kenanganbandung': 1, 'terimakasihyogya': 1, 'belanjabandung': 1, 'prfmnews': 1, 'kecelakaan': 1, 'infoterkini': 1, 'faktabandungnews': 1, 'timprabu': 1, 'palintang': 1, 'hutanbandung': 1, 'waspada': 2, 'aplikasikencan': 1, 'tiangpancangjatuh': 1, 'jalansoekarnohatta': 1, 'hujanbandung': 1, 'pohontumbang': 1, 'keretacepatwhoosh': 2, 'whooshbandung': 1, 'bandungraya': 4, 'transportasimodern': 1, 'efisientanpamacet': 1, 'bandungbaratketimur': 1, 'hargapromo': 1, 'perjalanannyaman': 1, 'bandungrame': 1, 'festivalbandung': 1, 'hijabfest2024': 1, 'halloweenbandung': 1, 'maungpindad': 1, 'produklokal': 1, 'banggabuatanindonesia': 1, 'jabarupdate': 1, 'kendaraandinas': 1, 'pemprovjabar': 1, 'infoujungberung': 3, 'bandung': 14, 'pilwalkotbandung': 1, 'pilbupkabupatenbandung': 1, 'wisudaupi': 1, 'pameranemas': 1, 'iphonebandung': 1, 'bandungbandung': 1, 'briliga1': 1, 'persibday': 4, 'kerjakeras': 1, 'pemekaranbandung': 1, 'kecamatanbandung': 1, 'bandungbaru': 1, 'jalananbandung': 1, 'pejalankaki': 1, 'trotoarbandung': 1, 'masjidaljabbar': 2, 'antapani': 1, 'infolalulintas': 1, 'staysafe': 6, 'waspadadijalan': 1, 'rasayangjadicerita': 1, 'sejak1972': 1, 'ponyo50tahun': 1, 'kuliner': 4, 'kulinerbandung': 4, 'weddingvenue': 1, 'weddingphotographer': 1, 'weddinginspiration': 1, 'weddingvenuebandung': 1, 'wedding': 1, 'pilwalkotbandung2024': 1, 'debatbandung': 1, 'bandungbisa': 1, 'calonwalikota': 1, 'tantanganmasadepan': 1, 'weekand': 1, 'cileunyi': 1, 'fypシ': 2, 'sahabathenhen': 1, 'bandungramai': 2, 'jazzfestbandung': 1, 'umkmfestival': 1, 'culinarynight': 2, 'sejalanbareng': 1, 'halloweenparty': 1, 'kasuskorupsi': 2, 'isbibandung': 1, 'proyekgagal': 1, 'antikorupsi': 2, 'beritaterkini': 1, 'wisudabandung': 1, 'konserbandung': 3, 'umkmbandung': 1, 'brtraya': 1, 'bandunglancar': 4, 'transportasiumum': 1, 'ujungberungpride': 2, 'kawasanpenduduk': 1, 'mesjidujungberung': 1, 'pasarujungberung': 1, 'alunalunujungberung': 1, 'bandungcityview': 1, 'landscapephotography': 1, 'perbaikankonstruksi': 1, 'tolbandung': 4, 'gedebagemacet': 1, 'hujanderas': 1, 'jagalingkungan': 2, 'stopbanjir': 1, 'alfamart': 1, 'promoalfamartalfagift': 1, 'tebusvaganza': 1, 'macammacamadakecualiongkir': 1, 'jalantolbaru': 1, 'jawabaratlancar': 1, 'toldalamkotabandung': 1, 'tolgetaci': 1, 'tolsukabumicianjurpadalarang': 1, 'macet': 2, 'infokulinerbandungtimur': 1, 'infokulinerbandung': 1, 'infocileunyi': 1, 'infokulinercileunyi': 1, 'upicibiru': 1, 'infoupicibiru': 1, 'infokulinerupicibiru': 1, 'flyoverciroyom': 2, 'bandungmakinlancar': 1, 'keretacepatjakartabandung': 1, 'transportasibandung': 4, 'ciroyom': 1, 'kebakaranbandung': 1, 'ciumbuleuit': 1, 'diskarpb': 2, 'kebakaran': 2, 'bandungkota': 1, 'damribandung': 1, 'tsmbandung': 1, 'bandungjourney': 1, 'brtbandung': 2, 'bandungtransportasi': 1, 'publictransport': 1, 'kabarbandung': 3, 'opspatuhlodaya2024': 1, 'knalpotbrong': 1, 'tilangmanual': 1, 'pelanggaranlalulintas': 1, 'dukungumkm': 1, 'pelantikan2024': 2, 'prabowogibran': 1, 'rakyatkecil': 1, 'eradigital': 1, 'umkm': 1, 'mv3garudalimousine': 1, 'karyaanakbangsa': 1, 'pindad': 1, 'mobilpresiden': 1, 'indonesiamaju': 1, 'seputarjabar': 2, 'bandunglawanbanjir': 1, 'hijaukanbandung': 1, 'bandungtimurupdate': 1, 'penghijauanbandung': 1, 'carolineid': 2, 'mobildprendah': 2, 'mobilimpian': 2, 'mobilbekasbandung': 2, 'mobilbekas': 2, 'jualbelimobilbekas': 2, 'oyemart': 1, 'oyefrozen': 1, 'frozenfood': 2, 'bumbumasak': 1, 'kulinerhemat': 1, 'masaktanparibet': 1, 'promo': 1, 'masak': 1, 'foodie': 1, 'todgedebage': 1, 'feedertegalluar': 1, 'furniture': 1, 'meubelbandungtimur': 1, 'meubelmurah': 1, 'homedecor': 1, 'padaringan': 1, 'desawisata': 1, 'kampungwisatakreatif': 1, 'wisatabandung': 1, 'kotabandungmajuberkelanjutan': 2, 'weekendinbandung': 1, 'macetlagi': 1, 'acarabandung': 1, 'bandungtanpamacet': 2, 'aturanbaru': 1, 'jamoperasional': 1, 'bandung2024': 2, 'persebayaday': 1, 'dukungdarirumah': 1, 'sepakbolatanpapenonton': 1, 'bobotoh': 3, 'bonek': 1, 'tragedikereta': 1, 'keselamatanperlintasan': 1, 'kaserayu': 1, 'kecelakaankereta': 1, 'selaluwaspada': 1, 'kai': 1, 'keselamatanpublik': 1, 'jauhirel': 1, 'damkarbandung': 1, 'detikjabar': 2, 'kabupatenbandung': 1, 'kriminal': 1, 'stopkekerasanseksual': 1, 'lindungianak': 1, 'keadilanuntukkorban': 1, 'kemenangandagoelos': 1, 'lawanmafiatanah': 1, 'bandungmelawan': 1, 'keadilanmenang': 1, 'solidaritaswarga': 1, 'beranibertindak': 1, 'cukurbayarsukasuka': 1, 'katalogpromosi': 1, 'promobandung': 1, 'promosukasuka': 1, 'diskonandsale': 1, 'klinikarfa': 1, 'klinikanak': 1, 'klinikkhususanak': 1, 'dokteranak': 1, 'dokterspesialisanak': 1, 'tumbuhkembanganak': 1, 'imunisasi': 1, 'khitan': 1, 'operasizebralodaya2024': 1, 'tilangbandung': 1, 'tertiblalulintas': 1, 'janganngebut': 1, 'safetyfirst': 1, 'operasizebra2024': 1, 'jangankenatilang': 1, 'patuhlalulintas': 1, 'aksiperkelahian': 1, 'viral2024': 1, 'beritagedebage': 1, 'persibvspersebaya': 1, 'jalakharupat': 1, 'pindahvenue': 1, 'bragafreevehicle': 2, 'sampahbandung': 3, 'antapaniupdate': 1, 'tpsindramayu': 1, 'pedulilingkungan': 1, 'evakuasi': 1, 'biutr': 2, 'ayobebasmacet': 1, 'parkirnontunai': 1, 'qrisbandung': 1, 'cashlesslife': 1, 'parkirbandung': 1, 'parkirqrisbandung': 1, 'parkirqris': 2, 'photoboxbandung': 1, 'toldalamkota': 1, 'pasarcileunyi': 1, 'savepasar': 1, 'lingkungansehat': 1, 'bandungvibes': 1, 'superherobandung': 1, 'shootingfilm': 1, 'cosplayerdibandung': 1, 'filmindonesia': 1, 'relatifkopicibiru': 1, 'relatifkopiid': 1, 'coffeeshop24jam': 1, 'bandungcashless': 1, 'bandungsmartcity': 3, 'inovasibandung': 1, 'parkirgampang': 1, 'qris': 2, 'bandungkece': 1, 'teloletnomore': 2, 'tilangtelolet': 1, 'raziagedebage': 1, 'klaksontelolet': 2, 'sampahminimal': 1, 'zerowaste': 1, 'savebandung': 1, 'bijakkelolasampah': 1, 'bandungbebassampah': 1, 'tpasarimukti': 1, 'daurulang': 1, 'bandungbanget': 1, 'pasargedebage': 1, 'jawabaratbanget': 1, 'jabargram': 1, 'ayodolan': 1, 'stoptelolet': 2, 'operasigabungan': 1, 'gedebage': 4, 'cempakaarum': 1, 'dearkannasya': 1, 'padaringanfestival': 1, 'doomsdayopenair': 1, 'flexcon': 1, 'livemusicsummarecon': 1, 'benjang': 1, 'benjangujungberung': 1, 'bandungtimurpride': 1, 'skyview': 1, 'djifly': 1, 'keindahantabebuya': 1, 'soekarnohatta': 1, 'pesonakota': 1, 'bungabermekaran': 1, 'kotakembang': 1, 'kitawarawiri': 1, 'pasarmalam': 2, 'pasarmalambandung': 1, 'kulinerkekinian': 1, 'kulinerkekinianbandung': 1, 'wahanamurah': 1, 'pasarmalammodern': 1, 'bandungberedar': 1, 'kecelakaanlalulintas': 1, 'hkbeautycareantapani': 1, 'klinikkecantikan': 1, 'viral': 1, 'explorepage': 1, 'trending': 2, 'explore': 1, 'instagram': 1, 'klinikestetika': 1, 'love': 1, 'komdispssi': 1, 'sanksipersib': 1, 'pssi': 1, 'ligaindonesia': 1, 'beautystudiobandung': 1, 'kannasyabeautystudio': 1, 'salonbandungtimur': 1, 'salonwanita': 1, 'salonmuslimah': 1, 'terassunda': 1, 'wisatabandungtimur': 1, 'fotobandung': 2, 'pameranpesawat': 1, 'tolgedebage': 1, 'exittolkm149': 1, 'bandungkita': 1, 'bandungtraffic': 1, 'jalantol': 1, 'penertibanpkl': 1, 'operasipenertiban': 1, 'zonahijaupkl': 1, 'jatinangor': 1, 'mahasiswa': 1, 'wisata': 1, 'itb': 1, 'unpad': 1, 'tpstgedebage': 1, 'kangpisman': 1, 'refusederivedfuel': 1, 'gogreen': 1, 'uber': 1, 'bandungfavorit': 1, 'jukirresmi': 1, 'parkirtertib': 1, 'dukungbandung': 1, 'exittolbaru': 1, 'kemacetan': 1, 'solusitransportasi': 1, 'gaungmerah': 3, 'kualitasmenyaladariwaktukewaktu': 3, 'gaungmerahnyalasinemusika': 3, 'mahasiswiitb': 1, 'innalillahi': 2, 'coblong': 1, 'beritaharian': 1, 'beritaduka': 1, 'kosbandung': 1, 'tolbaru': 1, 'antimacet': 1, 'tolpadaleunyi': 1, 'sheilaon7bandung': 1, 'tungguakuditour': 1, 'konsersheilaon7': 2, 'sijalakharupat': 3, 'sheilagank': 1, 'musikindonesia': 2, 'giiasbandung2024': 1, 'insidengiias': 1, 'pameranotomotif': 1, 'mgindonesia': 1, 'keselamatanprioritas': 1, 'wargaresah': 1, 'bustelolet': 1, 'pasarmalampanghegar': 1, 'bandungkuliner': 1, 'prayforbandung': 4, 'keamanankota': 1, 'kejahatangengmotor': 1, 'wargabandung': 1, 'aksiberkarya': 1, 'mantapberkarya': 1, 'inspirasiberkarya': 1, 'bankmandiritaspen': 1, 'kemilaumantapbertaburhadiah': 1, 'pensiunberkarya': 1, 'mantapuniverse': 1, 'pilkadabandung2024': 1, 'pilkadadamai': 2, 'suarabandung': 1, 'jangangolput': 1, 'bandungpilih': 1, 'bandungbermartabat': 1, 'menujubandunghebat': 1, 'raindistrict': 1, 'friendis': 1, 'chickennashville': 1, 'rendisbandung': 1, 'sheilaon7': 2, 'bimfest2024': 1, 'giiasbandung': 1, 'mbfair': 1, 'weekenddibandung': 1, 'kampungwisatapasirkunci': 1, 'perepetjengkol': 1, 'jalantolpadaleunyi': 2, 'bandungkotakembang': 1, 'jalanjalan': 1, 'japaneseheadspa': 1, 'headspa': 1, 'beautybarbandungtimur': 1, 'headspabandungtimur': 1, 'korupsi': 1, 'kpk': 1, 'gratifikasi': 1, 'pemerintah': 1, 'hukum': 1, 'so7bandung': 1, 'konsermusik': 1, 'bandunghype': 1, 'jabarhattrick': 1, 'ponxxi': 1, 'pawaikemenangan': 1, 'pon2024': 1, 'haornas2024': 1, 'atletjabar': 1, 'banggajabar': 1, 'kabupatenbandungtimur': 1, 'infojabar': 1, 'pemekaranwilayah': 1, 'majalaya': 1, 'nagreg': 1, 'infokesehatan': 1, 'bekaskoreng': 1, 'penghilangbekasluka': 1, 'penghilangkeloid': 1, 'sulawesi': 1, 'surabaya': 1, 'medan': 1, 'bogor': 1, 'jakarta': 1, 'sumsel': 1, 'jambi': 1, 'padang': 1, 'bekasi': 1, 'makasar': 1, 'bali': 1, 'sumbar': 1, 'infomenarik': 1, 'sehat': 1, 'obatkeloid': 1, 'begalbandung': 1, 'aksikriminal': 1, 'pilkadajabar2024': 1, 'pilihjabar': 1, 'nyoblos': 1, 'politiksantai': 1, 'tungguakudibandung': 1, 'sjh': 1, 'konserasik': 1, 'proyekinfrastruktur': 1, 'walikotabandung': 3, 'bandungmodern': 1, 'liburannataru': 1, 'kpukotabandung': 1, 'pilkada2024': 1, 'pemerintahanbandung': 1, 'kpu': 1, 'flyoverantapani': 1, 'jembatanpelangi': 1, 'bandungjuara': 1, 'jabarkeren': 1, 'pjwalikota': 1, 'bandungpunyacerita': 1, 'bandunglautanmasalah': 1, 'bandungsehat': 1, 'aksiburuh': 1, 'kenaikanupah': 1, 'solidaritasburuh': 1, 'jabarbergerak': 1, 'gedungsate': 1, 'gempabandung': 3, 'dukacita': 1, 'bencanaalam': 2, 'databocor': 1, 'nik': 1, 'npwp': 1, 'jokowi': 1, 'keamanansiber': 1, 'cybersecurity': 1, 'awashacker': 1, 'unparcareerexpo': 1, 'careerexpo': 1, 'carrerexpobandung': 1, 'careerexpo2024': 1, 'careerexpobandung2024': 1, 'jobfair': 1, 'jobfairbandung': 1, 'opangvsojol': 2, 'pasirimpun': 2, 'zonahijauojol': 2, 'ojollife': 1, 'solidaritasojol': 1, 'opang': 1, 'sesargarsela': 1, 'waspadabencana': 1, 'solidaritas': 1, 'gempa': 2, 'prayforgarut': 1, 'gempagarut': 1, 'solidaritaskita': 1, 'konflikbandung': 1, 'ojolbandung': 1, 'bandungviral': 1, 'bmkg': 1}"
ummcampus,141572,1812.26,40.67,1.3088,1.6628,77,26,36,15,3.468,"{'ummcampus': 76, 'lifeatcampus': 57, 'menyalaummku': 41, 'menyalamabaku': 11, 'podcast': 1, 'lifestcampus': 1, 'kaleidoscope': 3, 'karyailmiah': 1, 'edufair': 6, 'ceritaalumni': 2, 'quotes': 1, 'haripahlawannasional': 1, 'studentday': 3, 'photooftheday': 2, 'inovasi': 1, 'quoteoftheday': 1, 'sumpahpemuda': 4, 'gramedia': 3, 'gramediagoestocampus': 5, 'lebihdekat': 2, 'pelantikan': 1, 'wakilmenteri': 2, 'muhammadiyah': 3, 'mea2024': 2, 'awards': 1, 'pelantikanpresiden': 1, 'siagabencana': 1, 'singaporepolytechnic': 1, 'inovasimahasiswa': 2, 'research': 1, 'filmcompetition': 1, 'pameranpendidikanumm': 1, 'bandung': 1, 'huttni': 1, 'tni': 1, 'karyamahasiswa': 1, 'poldajatim': 1, 'batik': 1, 'haribatiknasional': 3, 'pancasila': 1, 'harikesaktianpancasila': 1, 'indonesia': 1, 'drone': 1, 'ustadzwijayanto': 1, 'maulidnabi': 2, 'kilasbalik': 1, 'inaguration': 4, 'malang': 2, 'guyonwaton': 2, 'behindthescenes': 1, 'beritaduka': 1, 'pesmabaumm2024': 1}"
seputarpuncak,223004,1784.66,22.97,0.8106,0.5555,73,5,68,0,5.753,"{'seputarpuncak': 50, 'anyer': 1, 'pantaianyer': 1, 'anyerbeach': 1, 'hotelanyer': 1, 'villaanyer': 1, 'aroembogor': 1, 'aroemresto': 1, 'aroemrestobogor': 1, 'villapuncak': 12, 'villapuncakbogor': 10, 'villamurahpuncak': 6, 'villamurah': 6, 'villa': 6, 'apartemen': 6, 'staycation': 6, 'villajakarta': 6, 'apartemenjakarta': 6, 'hotelpuncak': 18, 'homestay': 6, 'homestaypuncak': 6, 'penginapanpuncak': 10, 'penginapan': 6, 'penginapanmurah': 6, 'apartemenkeluarga': 6, 'villakeluarga': 12, 'puncakbogor': 13, 'puncakcisarua': 10, 'warpat': 1, 'feedfeed': 1, 'feed': 1, 'travel': 1, 'travelphotography': 1, 'video': 1, 'reals': 1, 'realsimple': 1, 'fyp': 1, 'puncak': 10, 'bogor': 3, 'videogram': 1, 'greenviewpuncak': 4, 'telagasaatpuncak': 4, 'puncakcisaruabogor': 5, 'telagawarna': 4, 'telagawarnapuncak': 4, 'warpatpuncak': 5, 'campingbogor': 4, 'infopuncak': 6, 'villapuncakmurah': 4, 'glampingbogor': 5, 'glampingpuncak': 3, 'penginapanmurahpuncak': 3, 'villadipuncak': 3, 'curugcibulao': 1, 'curugbulao': 1, 'curugbogor': 1, 'wisatapuncak': 1, 'wisatapuncakbogor': 1, 'visitpuncak': 3, 'explorepuncak': 2, 'wisatabogor': 1, 'wisatabogorhits': 1, 'wisatabogorviral': 1, 'puncakbogorjawabarat': 2, 'explorebogor': 4, 'visitbogor': 3, 'nature': 1, 'curugpuncak': 1, 'airterjun': 1, 'villamidori': 1, 'thiosainal': 1, 'enjoybogor': 1, 'indovisualgram': 1, 'exploreindonesia': 1, 'todaybogor': 1, 'niceexplore': 1, 'jabotabek24jaminfo': 1, 'infojawabarat': 1, 'dolankemari': 1, 'ksf_landscape': 1, 'jabargram': 1, 'zonapagi': 1, 'aerialphotograh': 1, 'neverstopexplore': 1, 'explorejawabarat': 1, 'bogorpisan': 3, 'ayomotretbogor': 1, 'djiindonesia': 1, 'visitjabar': 1, 'photooftheday': 1, 'jabar_pisan': 1, 'droneaerial': 1, 'dronegram': 1, 'droneoftheday': 1, 'pilotdronebogor': 1, 'hello_jabar': 1, 'pesonaindonesia': 1, 'bakwanmalangumay': 1, 'baksomalang': 1, 'bakwanmalang': 1, 'kulinerbogor': 1, 'kuliner': 1, 'kulinercianjur': 2, 'kulinernusantara': 1, 'ponyo50th': 1, 'rasayangjadicerita': 1, 'rasa': 1, 'cianjurvibes': 1, 'gumarticikeas': 1, 'resto': 1, 'reviewresto': 1, 'kulinercibubur': 1, 'safariresort': 1, 'pasarliterasi': 1, 'lippoplazaekalokasaribogor': 1, 'giveaway': 1, 'giveawaytas': 1, 'giveawayjimshoney': 1, 'jimshoney': 1, 'jimshoneybogor': 1, 'leeminencehotelpuncak': 1, 'eminencerun': 1, 'peakcafe': 1, 'cafepuncak': 1, 'cafebogor': 1, 'cafe': 1, 'cafehits': 1, 'ngopibogor': 1, 'ngopipuncak': 1, 'tamansafari': 1, 'safarimalam': 1, 'roofpark': 1, 'restareagunungmas': 1, 'villasadrah': 1, 'gallerypuncak': 1, 'diputerahome': 1, 'staycationpuncak': 1, 'resortpuncak': 1, 'puncakgetaway': 1, 'natureretreat': 1, 'bogorstaycation': 1, 'luxuryvillapuncak': 1, 'weekendinpuncak': 1, 'resortbogor': 1, 'hotelbogor': 1, 'escapetopuncak': 1, 'puncakholiday': 1, 'mountainretreat': 1, 'rumahkatun': 1, 'rumahkatuncibinong': 1, 'juskode': 1, 'juskodesentul': 1, 'hotelcianjur': 1, 'cipanas': 1, 'visitcianjur': 1, 'infocipanas': 1, 'hotelcipanas': 1, 'bogorhits': 1, 'bogorkekinian': 1, 'funoffroadpuncak': 1, 'bogorcisarua': 1, 'makanansentul': 1, 'kulinersentul': 1, 'sentulfoodies': 1, 'visitsentul': 1, 'sentulhits': 1, 'sentulfood': 1, 'cemilan': 1, 'sentulbogorkuliner': 1}"
angelialoreta,26506,822.13,21.7,3.1836,1.3657,2,0,0,2,0,{}
tropicalislandidea,55281,931.62,17.17,1.7163,0,0,0,0,0,-,-
etawaku.official,60847,210.29,86.68,0.4881,0.132,36,12,18,6,2.75,"{'etawakuplatinum': 36, 'kuatberenergi': 6, 'siapjuarasetiaphari': 7, 'etawakukuatberenergi': 4, 'etawakuplatinumdipekanrayajatim': 11, 'etawalindiengrun2024': 14, 'etawakudidiengrun2024': 14, 'etawakudiengrun2024': 1, 'diengrun2024': 1, 'harikesaktianpancasila': 1, 'beranimencoba': 4}"
ranianmd,41543,1570.28,32.16,3.8573,0,0,0,0,0,-,-
canggucommunity,72202,711.26,92.72,1.1135,0.1918,2,0,1,1,1.5,"{'canggucomunity': 1, 'trihitakarana': 1, 'balineseculture': 1}"
daniekrewell,87186,684.83,24.46,0.8135,1.7735,32,0,28,4,0.094,"{'yaajasudah': 1, 'yaminananda': 1, 'banjarmasinmaju': 1}"
erica_anca17,49060,113.57,12.11,0.2562,0.4771,12,1,6,5,3,"{'gym': 2, 'cardioworkout': 2, 'wellness': 2, 'spaday': 1, 'reflexology': 1, 'lymphaticdrainage': 1, 'slimming': 1, 'treatment': 1, 'sportmassage': 1, 'bodygoals': 1, 'fitmom': 1, 'momlife': 1, 'hipmi': 2, 'banten': 1, 'generations': 1, 'teamwork': 1, 'pengusahamudasummit': 1, 'hipmikotaserang': 1, 'hipmijawara': 1, 'kotaserang': 1, 'infoserang': 1, 'viralserang': 1, 'eventserang': 1, 'umkmserang': 1, 'ohana': 1, 'pubianxcurup': 1, 'theumars': 1, 'lampung': 1, 'theumar': 1, 'tabikpun': 1, 'pubian': 1, 'family': 1}"
