Username,Followers,Average Likes,Average Comments,Average Engagement Rate,Engagement Rate (60 Days),Posting frequency (last 60 days),Posts (image),Posts (videos),Posts (carousel),Average Hashtags / Post (60 Days),Hashtags (dictionary)
pariwisatasumatera,177790,3302.18,29.04,1.8737,7.75,27,0,21,6,0.556,"{'pariwisatasumatera': 1, 'pulaumursala': 1, 'pulaukalimantung': 1, 'mursala': 1, 'kalimantung': 1, 'lingkarsumut': 1, 'exploresumut': 1, 'visitsumut': 1, 'kalimantungisland': 1, 'mursalaisland': 1, 'paketliburanmedan': 1, 'paketliburanmurah': 1, 'pakejtripmursala': 1, 'jommursala': 1, 'jomkalimantung': 1}"
baksowarisanibu,64331,73.26,2.08,0.1171,0.5045,55,13,42,0,6.582,"{'promotanggalkembar': 1, 'promo1010': 1, 'fishpopcorn': 15, 'frozenfood': 13, 'makanananak': 1, 'masak3menit': 1, 'masakcepat': 1, 'baksoinstan': 1, 'baksofrozen': 9, 'baksowarisanibu': 32, 'makananank': 1, 'baksokeju': 3, 'baksokejufrozen': 1, 'menuikan': 1, 'mpasi': 1, 'recipe': 5, 'mpasihomemade': 1, 'resep': 5, 'newmom': 2, 'ibubaru': 2, 'baksogoreng': 2, 'baksogorengfrozen': 1, 'anakgtm': 1, 'resepmasakan': 5, 'homemade': 3, 'makanasehat': 1, 'cemilansehat': 1, 'frozenfoodhomemade': 1, 'cemilan': 1, 'makanansehat': 1, 'chickenkatsu': 1, 'ayamkatsu': 1, 'bekalanak': 1, 'baksobwi': 1, 'cooking': 5, 'masaksimple': 1, 'frozenfoodhalal': 1, 'semarang': 1, 'semaranghits': 1, 'masakpraktisbwi': 10, 'masakpraktisdenganbwi': 10, 'keluargasehatkeluargakuat': 9, 'bentosehat': 9, 'idebekal': 2, 'baksolohua': 1, 'baksorambutan': 1, 'baksoayamfrozen': 1, 'baksoudang': 1, 'baksosapi': 5, 'bakso3menit': 1, 'baksosehat': 3, 'baksoikan': 2, 'baksoikankakap': 1, 'baksoikantenggiri': 1, 'bakso': 4, 'lohua': 1, 'satset': 1, 'makanlahap': 1, 'baksohalus': 2, 'baksourat': 1, 'resepbakso': 2, 'resepbaksosapi': 1, 'vidiomasakan': 1, 'resepsimpel': 2, 'resepsimple': 5, 'reelsvideo': 1, 'idemasakharian': 1, 'idemasakanrumah': 1, 'fishpop': 2, 'nuggetikan': 2, 'ikankakap': 2, 'makananan': 1, 'miesoa': 1, 'noodles': 1, 'noodlerecipes': 1, 'asmr': 3, 'asmrfood': 3, 'asmrcooking': 2, 'aesthetic': 4, 'homecooking': 4, 'homecook': 4, 'homecooked': 4, 'comfortfood': 1, 'lunch': 4, 'lunchideas': 4, 'cook': 4, 'lazyrecipe': 4, 'easyrecipes': 4, 'easyrecipe': 4, 'simplerecipe': 1, 'simplerecipes': 1, 'dinner': 4, 'dinnerideas': 4, 'masak': 4, 'resepmudah': 4, 'reseplezat': 4, 'easyrecipesathome': 4, 'menusimpleanak': 1, 'masaksederhana': 1, 'menusimple': 1, 'baksokuah': 2, 'fishrecipes': 1, 'resepikan': 1, 'honeybutter': 1, 'modelanak': 1, 'modelanakjakarta': 1, 'kidsmodeljakarta': 1, 'mommyandaughter': 1, 'fashionkids': 1, 'kidstalent': 1, 'fashion': 1, 'kidsmodels': 1, 'indonesia': 1, 'modeljakarta': 1, 'funnyvideos': 1, 'funnymoments': 1, 'mommylife': 1, 'momlifestyle': 1, 'fishcrispy': 1, 'baksohomemade': 2, 'menuanak': 1, 'bbbooster': 1, 'bbboosteranak': 1, 'menubbbooster': 1, 'momlife': 1, 'relate': 1, 'momandkid': 1, 'kids': 1, 'toddler': 1, 'makanantoddler': 1, 'menusehat': 1, 'frozenfoodsehat': 2, 'halal': 1, 'bpom': 1, 'masyaallahtabarakallah': 1, 'sarapansehat': 1, 'menubaru': 1, 'juncookingdiary': 1, 'kidsrecipe': 1, 'idebekalanaksekolah': 1, 'idebekalanak': 1, 'baksouratsapi': 1, 'baksouratenak': 1, 'resepsupbakso': 1, 'chickeneggroll': 2, 'eggroll': 3, 'chicken': 1, 'chickenrecipes': 1, 'nasigoreng': 1, 'resepnasigoreng': 1, 'recook': 1, 'bentoanak': 1, 'tipsdapur': 1, 'frozenfoodbakso': 1, 'kulinerbakso': 1, 'hamperslebaran': 1, 'hamperslebaransemarang': 1, 'oleholehsemarang': 1, 'souprecipe': 1, 'nuggetayam': 1}"
yungkayo_,92537,11936.29,278.9,13.2003,5.7138,5,2,1,2,2.8,"{'tonyhawk': 1, '7': 1, 'stillinthepit': 1, 'holygrails': 2, 'outnow': 1, 'amen': 1, 'finallyturnmyphoneon': 1, 'weback': 1, 'freeslime': 1, 'freeyak': 1, 'llkeed': 1, '7łïï4æ': 1, 'boyslowdown': 1}"
h_kotek,152051,14249.56,50.24,9.4046,5.376,6,1,5,0,0,{}
septisp_,88664,586.03,2.12,0.6634,0.3121,4,2,0,2,0,{}
nano_suparno,53730,1434.38,354.94,3.3302,0,0,0,0,0,-,-
kevingutomo,96427,1653.06,71.84,1.7888,0.4957,1,0,0,1,0,{}
blogputri,20333,587,2.55,2.8995,0.567,14,1,12,1,3.5,"{'tetapterlindungidisetiapaktivitas': 1, 'theraskin': 1, 'theraskinbpom': 1, 'theraskinsunscreen': 1, 'sunscreen': 1, 'hybridsunscreen': 1, 'tosinajadengankaromahinsani': 1, 'aksesairaman': 1, 'amandenganpdam': 1, 'tetanggapanutan': 1, 'somethinc': 1, 'retinolsomethinc': 1, 'skincare': 1, 'retinolserum': 1, 'glowup': 2, 'somethincretinol': 1, '7ceramidenrbeauty': 1, 'regenerasimaksimalkulitmu': 1, 'nrbeautybyn203r': 1, 'nrbeauty': 1, 'n203r': 1, 'auraseriesedp': 2, 'msglowparfume': 2, 'raiseuptherealyou': 2, 'hidenothing': 1, 'beminimalist': 1, 'tranexamicacid': 1, 'skincarejourney': 1, 'nodahitampudar': 1, 'kulitglowing': 1, 'angetsari': 1, 'tipsademdaridalem': 1, 'shakespraygo': 1, 'maksimallindungitanpanebelin': 1, 'skin': 1, 'trulyunlimited': 1, 'hyfe': 1, 'adayinmylife': 1, 'elsheskin': 1, 'radiantadvanceserum': 1, 'thegamechanger': 1, 'skinbooster': 1, 'naturalglow': 1, 'freshface': 1, 'healthyskin': 1"
lia_bund,21841,342.51,21.95,1.6687,2.5709,4,0,1,3,0.5,"{'loveyourself': 1, 'tuwakawacoffeeandroastery': 1}"
emrahma,70412,1170.67,47.48,1.73,2.2511,26,0,25,1,1.885,"{'libbybaby': 1, 'libbybabyindonesia': 1, 'momentwithlibby': 1, 'everydaywithlibby': 1, 'setelananak': 1, 'daisyfairies': 1, 'bajuanak': 1, 'hotok': 1, 'friedchicken': 1, 'makananviral': 1, 'makanankorea': 1, 'jajanankorea': 1, 'hotokid': 1, 'mkafest2024': 2, 'langsungcetakbawapulang': 1, 'photomaticsid': 1, 'sudahkeclickhouse': 2, 'clickhousenamalokasi': 1, 'estehindonesia': 1, 'promosibekasi': 1, 'grandopening': 1, 'skincareanak': 1, 'pilihanibuindonesia': 1, 'mskidsprotection': 1, 'mskidssunscreenanak': 1, 'sunscreenanak': 1, 'partipost': 1, 'bolekakadimsum': 1, 'resellerdimsum': 1, 'dimsumhalal': 1, 'playdatewithoreo': 1, 'sparkplayfulconnection': 1, 'mondelezuntukindonesia': 1, 'banggabuatanindonesia': 1, 'womansupportwoman': 1, 'hanyadiclickhouse': 1, 'maukeclickhouse': 1, 'chmelawai': 1, 'klambyannive12sary': 1, 'iamwearingklamby': 1, 'miniso': 1, 'harrypotter': 1, 'harrypotterstyle': 1, 'magicalwondersawait': 1, 'foodies': 1, 'krafthomechefchallenge': 1, 'kraft': 1}"
carion.id,51451,17.92,1.28,0.0373,0.0165,4,3,1,0,0,{}
efriel_sby,152555,6008.99,116.14,4.015,1.9509,9,2,2,5,0,{}
jakartacheesefactory,96446,242.46,49.81,0.303,0.2479,44,23,21,0,4.659,"{'jakartacheesefactory': 44, 'buahtangandarijakarta': 42, 'chiffon': 17, 'bolen': 13, 'brownies': 12, 'weekend': 1, 'temanmincheese': 11, 'hariayah': 1, 'flashsale': 5, 'promo1111': 2, 'promo': 11, 'diskon': 2, 'haripahlawan': 1, 'meruya': 1, 'games': 7, 'quiz': 7, 'giveaway': 7, 'bananapuff': 2, 'temamincheese': 1, 'chiffontriple': 1, 'sumpahpemuda': 1, 'buahatangandarijakarta': 1, 'promo1010': 2, 'shareforfoodies': 1, 'chiffoncake': 1, 'chiffoncakejakarta': 1, 'bolenpisang': 1, 'kulinerbsd': 1, 'kulinerhits': 1, 'kulinerhitz': 1, 'kulinerviral': 1, 'harikesaktianpancasila': 1, 'kawanminco': 2, 'jktcottoncake': 1, 'boluselembutkapas': 1}"
oditi_kitchen,82773,71.25,1.04,0.0873,0.122,4,2,2,0,4.25,"{'hamperssurabaya': 4, 'snackboxsurabaya': 1, 'puddingsurabaya': 1, 'cakesurabaya': 4, 'kuesurabaya': 2, 'pudingsurabaya': 1, 'piesurabaya': 1, 'browniessurabaya': 2, 'fudgybrowniessurabaya': 1}"
nadyaaakrn,90932,5678.67,34.28,6.2827,0.7305,9,0,2,7,0.111,{'jfw2025': 1}
ramaglngr,96980,2276.4,5.2,2.3527,0.4382,1,1,0,0,0,{}
ferdian_hamzah,57109,3311.89,139.71,6.0439,0,0,0,0,0,-,-
bekasbaru.store,132690,343.01,52.56,0.2981,0.2776,35,1,33,1,6.8,"{'barista': 21, 'bekasbarudotcom': 13, 'coffeeshop': 4, 'recipe': 1, 'minumankekinian': 5, 'mesinkopi': 6, 'mesinespresso': 2, 'espresso': 6, 'coffee': 12, 'kopi': 7, 'alatkopi': 5, 'latteart': 8, 'coffeelatte': 1, 'kedaikopi': 1, 'mixology': 2, 'mbowis': 2, 'malang': 2, 'bekasbarudotstore': 3, 'customer': 1, 'bekasbarumalang': 7, 'bekasbarujogja': 4, 'bekasbaru': 3, 'mesinkopimurah': 2, 'vbm': 1, 'overhaulworkshop': 1, 'bengkelmesinkopi': 1, 'servicemesinkopi': 1, 'trickortreat': 1, 'menuminuman': 3, 'tutorialminuman': 3, 'mbowisitumampir': 1, 'halloween': 1, 'minumansegar': 1, 'eqiyuindonesia': 5, 'kursusbarista': 4, 'konsultanbisnis': 1, 'sekolahbarista': 1, 'businesscoach': 1, 'bekasbarustore': 5, 'tokobekasbaru': 3, 'coffeetools': 1, 'ferratiferro3101': 1, 'coffeemachine': 2, 'ferratiferro': 1, 'mesinkopibekas': 4, 'mesinpiston': 1, 'conti': 1, 'baristaganteng': 2, 'baristacantik': 2, 'dailycoffee': 2, 'baristalife': 2, 'bartricks': 1, 'minumankopi': 2, 'resepminuman': 4, 'saltedcaramelmbowis': 1, 'mbowissirup': 1, 'pesantren': 1, 'onepesantrenoneproduct': 1, 'santri': 1, 'santriprenuer': 1, 'entrepreneur': 1, 'wirausaha': 1, 'harisantrinasional': 1, 'ngopisantai': 1, 'kopirumahan': 1, 'coffeemkaer': 1, 'mesinkopisecond': 1, 'coffeedaily': 2, 'tokoalatmesinkopi': 1, 'baristaclass': 1, 'fyp': 2, 'konsultancafe': 1, 'services': 1, 'baristadaily': 1, 'coffeeaddict': 1, 'review': 1, 'teamngopihemat': 1, 'teamngopihedon': 1, 'mesinkopibaru': 2, 'simonellioscar': 1, 'bukacafe': 1, 'mbowismocktail': 1, 'kreasiminuman': 2, 'coffeedayparty': 1, 'ganbatte': 1, 'bisniskuliner': 1, 'internationalcoffeeday': 1, 'visitmalang': 1, 'eventmalang': 1, 'baristaindonesia': 1, 'ceritakopi': 1, 'tipskarirbarista': 1, 'infobarista': 1, 'baristastory': 1, 'temenngopi': 1, 'hazelso': 1, 'hazelnutespresso': 1, 'coffeelovers': 1, 'resepkopifun': 1, 'icedcoffee': 1, 'infongopi': 1, 'kelasbarista': 1, 'pelatihanbarista': 1, 'tipsbarista': 1, 'baristahacks': 1, 'latteartgram': 1, 'roastery': 1, 'garnish': 1, 'bartender': 1, 'delonghi': 1}"
iky.mulyadi,99734,462.87,245.94,0.7107,0.2654,16,3,6,7,0.125,"{'badminton': 1, 'badmintonlovers': 1}"
daaneswara,127275,4084.36,51.12,3.2492,0.4529,19,0,15,4,0.316,"{'86jetski': 1, 'lagunaview': 1, 'petualanganjogja': 1, 'sunset': 1, 'jetskidijogja': 1, 'wonderfuljogja': 1}"
tropicalglamping,80116,1085.36,1.81,1.357,3.035,39,5,31,3,11.59,"{'bali': 35, 'glamping': 23, 'airbnb': 13, 'nusapenida': 24, 'beautifulhotels': 17, 'beautifuldestinations': 12, 'travel': 7, 'couplegoals': 8, 'bestvacations': 7, 'balibucketlist': 21, 'stayinbali': 12, 'slowliving': 1, 'pesonaindonesia': 2, 'balilife': 24, 'hiddengems': 1, 'balitrip': 3, 'mustvisit': 1, 'balilivin': 8, 'wonderfulindonesia': 3, 'viral': 3, 'staycation': 1, 'yolo': 1, 'travelcouple': 7, 'coupletips': 1, 'balilfe': 2, 'manta': 1, 'bestvilla': 2, 'tropicalglamping': 14, 'explorebali': 3, 'baliindonesia': 8, 'indonesia': 2, 'canggu': 2, 'seminyak': 2, 'ubud': 2, 'balidaily': 2, 'kuta': 2, 'uluwatu': 2, 'balivibes': 2, 'cliffview': 4, 'cliffhouse': 5, 'bamboohouse': 9, 'balibamboohouse': 7, 'baligasm': 7, 'balilifestyle': 7, 'baliexcursions': 7, 'bestairbnb': 7, 'airbnbexperience': 7, 'thebaliguideline': 7, 'bestofbali': 7, '1': 1, 'couplequotes': 1, 'extremesports': 1, 'adventure': 1, 'vacationvibes': 3, 'explorenusapenida': 4, 'couples': 1, 'glampnusa': 1, 'nusapenidaisland': 4, 'villainbali': 1, 'balitravel': 2, 'honneymoon': 1, 'baliliving': 1, 'wheretostayinbali': 2, 'travelgoal': 1, 'glampingbali': 3, 'besthotels': 1, 'nusapenidahotel': 1, 'bamboovilla': 1, 'thingstodoinbali': 1, 'party': 1, 'vacation': 1, 'trendingreels': 2, 'outfitoftheday': 1, 'mridulmeena': 1, 'explore': 1, 'transition': 1, 'explorepage': 1, 'balireels': 1, 'travelreels': 1, 'lapata': 1, 'bollywoodsongs': 1, 'view': 1, 'islandlife': 1, 'visitbali': 1, 'nature': 2, 'cabinporn': 1, 'nusapenidatrip': 1, 'balivilla': 1, 'glampinglife': 1, 'dji': 5, 'djimini3pro': 5, 'dronelife': 5, 'balifoodgram': 5, 'balithingstodo': 5, 'islandgirl': 4, 'camping': 1, 'bungalow': 1, 'bamboobungalow': 2, 'cliffviews': 1, 'bamboobuildings': 1, 'balibible': 1, 'honeymoon': 1, 'luxurystay': 1, 'us': 1, 'couple': 1, 'outdoorbathroom': 1, 'bathroomdesign': 1, 'baliglamping': 1}"
yerry_pattinasarany,126576,1548.42,37.88,1.2532,1.6819,74,21,35,18,0.865,"{'ayahhadir': 8, 'memandubangsa': 4, 'ayotennis': 1, 'ybamovement': 1, 'yukbacaalkitab': 1, 'bible': 1, 'janganstopdikamu': 1, 'blessed': 1, '2024': 1, 'gospel': 1, 'liveinstagram': 1, 'totalpolitik': 1, 'ruangtemu': 1, 'kabinetbayangan': 1, 'politik': 1, 'hukum': 1, 'keamanan': 1, 'demokrasi': 1, 'nasional': 1, 'yerrypattinasarany': 1, 'gbivifa': 1, 'victoriousfamily': 1, 'kesetaraan': 1, 'danielmanantanetwork': 1, 'alkitabsatumenit': 1, 'hidupinisingkat': 1, 'bacaalkitab': 1, 'alkitab': 1, 'renungan': 1, 'kristen': 1, 'firmantuhan': 1, 'inspirasi': 1, 'tanyaalkitab': 1, 'repostallowed': 1, 'interdenominasi': 1, 'oikumene': 1, 'faktaunik': 1, 'pixar': 1, 'zeroanger': 2, 'stopwar': 1, 'peace': 1, 'nowar': 1, 'worldpeace': 1, 'un': 1, 'pbb': 1, 'warcry': 1, 'love': 1, 'godislove': 1, 'loveistheanswer': 1, 'spinbrotherstennisclub': 1, 'rallytennis': 1, 'tenniscommunity': 1, 'jakarta': 1}"
fellyntoshella,80578,1043.2,20.96,1.3207,0.6931,24,7,8,9,0.667,"{'maltipoo': 1, 'maltese': 1, 'poodle': 1, 'dogsofinstagram': 1, 'gifttoradiance': 1, 'giftofradiance': 1, 'bersinarsecerahkristal': 1, 'skii': 1, 'skiiid': 1, 'skiipartner': 1, 'pitera': 1, 'jmoonindonesia': 1, 'jmoon': 1, 'beautydevice': 1, 'jmoonironbeautydevice': 1, 'jmoonbeautydevice': 1}"
devinsanjaya,55462,3392.14,63.09,6.2299,0.2482,3,1,2,0,0,{}
xeronav,101130,8749.38,314.74,8.9628,3.6811,9,4,1,4,0.222,"{'sumpahpemuda': 1, 'mudahjakarta': 1}"
florescantika,51447,2620.97,39.94,5.1721,2.6463,11,0,9,2,0.182,"{'rahasiakulitextra': 1, 'scarlettahabodyserum': 1}"
