Username,Followers,Average Likes,Average Comments,Average Engagement Rate,Engagement Rate (60 Days),Posting frequency (last 60 days),Posts (image),Posts (videos),Posts (carousel),Average Hashtags / Post (60 Days),Hashtags (dictionary)
sam_wong_sam_sam,16074,357.1,28,2.3958,2.7373,4,0,0,4,11.5,"{'gastonluga': 1, 'anywherewithgl': 1, '背包': 1, '背囊': 1, '防水': 1, '促銷活動': 1, '瑞典品牌': 1, '日本熱銷突破2億包': 1, 'basebread正式登陸香港7eleven': 1, '必備營養代餐': 1, '運動後補充體力': 1, '新上市日式咖哩味': 1, '可以喺7eleven買到': 1, '有獎活動': 1, '7elevenhk': 1, 'basefood': 1, 'basefoodhk': 1, '全麥健康生活': 1, '麵包': 1, '鬆餅': 1, '餅乾': 1, '吐司': 1, '開封即食': 1, '代餐': 1, '日本製': 1, 'basebread': 1, '健康飲食': 1, '楓糖': 1, '肉桂': 1, '朱古力': 1, '高蛋白': 1, '維生素': 1, '礦物質': 1, '膳食纖維': 1, '低碳': 1, '口味豐富': 1, '咖哩': 1, '保健品': 1, '健康管理': 1, '出遊必備': 1, '營養氣密艙': 1, '都會生活': 1, '熱銷產品': 1, '廚房收納好幫手': 1, '真空保鮮盒': 1, '氣密保鮮盒': 1}"
canadian_welder_girl,56148,2091.95,60.84,3.8341,0.5875,9,3,6,0,1.667,"{'ad': 2, 'marksprotrades': 1, 'bluecollar': 2, 'trades': 2, 'metalwork': 1, 'welder': 2, 'lubricant': 1, 'machinist': 1, 'metalworking': 1, 'anchorlube': 1, 'femalewelder': 1}"
dr.lucasgonzalez,19465,190.91,11.32,1.0389,0.6358,12,2,9,1,0,{}
jay_hazee,11140,1426.58,34,13.1111,2.2172,3,0,3,0,7.333,"{'skits': 3, 'gunnyreels': 1, 'sketch': 1, 'comedian': 3, 'comedy': 1, 'actor': 3, 'model': 3, 'funnyreels': 2, 'comedyreel': 1, 'cougarcatchingclub': 2, 'funny': 2}"
sabina.szajny,15536,342.44,76.91,2.6992,2.2799,25,17,0,8,18.76,"{'girl': 18, 'babygirl': 19, 'baby': 19, 'mybaby': 17, 'mylove': 18, 'daughter': 1, 'dziewczynka': 17, 'córeczka': 17, 'mojamiłość': 17, 'motherlove': 17, 'retro': 34, 'retrostyle': 34, 'love': 18, 'magic': 18, 'vintage': 17, 'vintagestyle': 17, 'fatheranddaughter': 1, 'dad': 3, 'tataicórka': 1, 'father': 1, 'tata': 3, 'córka': 3, 'coreczkatatusia': 1, 'kalendarz': 1, 'kalendarzadwentowy': 1, 'święta': 1, 'christmas': 3, 'christmasbaby': 1, 'photooftheday': 4, 'instaphoto': 1, 'instapic': 1, 'christmastime': 1, 'christmasiscoming': 2, 'doughter': 18, 'detale': 1, 'details': 1, 'ozdobyświąteczne': 1, 'ozdobychoinkowe': 1, 'choinka': 1, 'christmastree': 1, 'magicmoments': 1, 'christmasdecor': 1, 'inspo': 4, 'inspiration': 4, 'christmasinspo': 1, 'christmasinspiration': 1, 'autumn': 13, 'jesień': 13, 'autumvibes': 2, 'autumnmood': 2, 'familly': 2, 'famillytime': 2, 'famillyfirst': 2, 'rodzina': 2, 'mama': 2, 'mom': 2, 'sunnyday': 2, 'beautifulday': 2, 'joolzaerplus': 2, 'myjoolz': 2, 'joolzpolska': 2, 'natura': 2, 'nature': 2, 'naturephotography': 2, 'photography': 2, 'coffee': 2, 'coffeetime': 2, 'kawa': 2, 'czasnakawę': 2, 'sobota': 2, 'saturday': 2, 'coffeeholic': 2, 'coffeelovers': 2, 'coffeecoffeecoffee': 2, 'weekend': 2, 'weekendvibes': 2, 'autumncoffee': 2, 'pumpkin': 3, 'dynie': 3, 'bw': 1, 'blackandwhite': 1, 'blackandwhitephotography': 1, 'sunday': 1, 'farmadyniowa': 4, 'farm': 4, 'owce': 1, 'owca': 1, 'ship': 1, 'koza': 1}"
naturalmente.alma,40855,64.57,43.23,0.2639,0.2973,32,3,7,22,12,"{'alimentacionsaludable': 36, 'alimentacionketo': 14, 'alimentacionsana': 14, 'alimentacionconsciente': 19, 'cetogenico': 14, 'levaincetogenico': 14, 'masamadreketo': 14, 'masamadrecetogenica': 14, 'sanarelcuerpo': 14, 'cuerposano': 14, 'saludable': 14, 'sintacc': 20, 'singluten': 21, 'sinazucar': 20, 'sinlactosa': 19, 'diabetes': 18, 'diabeticos': 14, 'celiaquia': 18, 'celiacos': 14, 'celiaquismo': 14, 'recetaregalona': 4, 'naturalmentealma': 3, 'promoketo': 1, 'keto': 8, 'ketolifestyle': 1, 'medialunas': 1, 'medialunasdemanteca': 1, 'medialunasketo': 2, 'medialunassintacc': 2, 'medialunassingluten': 1, 'medialunassinazucar': 2, 'diadelamadre': 4, 'díadelamadre': 1, 'lowcarb': 2, 'sinazúcar': 1, 'desayunosaludable': 1, 'medialunasingluten': 1, 'sinazucargracias': 1, 'dulcedeleche': 1, 'ketoddl': 1, 'ddlconalulosa': 1, 'alulosa': 1, 'ketoconalulosa': 1, 'cetigenico': 1, 'bajoencar': 1, 'primavera': 1}"
joethekidchef,15243,956.63,43.17,6.5591,0,0,0,0,0,-,-
razijamit,18068,602.41,24.22,3.4682,1.3366,12,2,7,3,5.917,"{'seoul': 2, 'tripseoul': 1, 'privategroup': 4, 'privatetrip': 6, 'trustedtravelagent': 6, 'namiisland': 2, 'autumn': 2, 'mapleleafs': 1, 'tourguiderazi': 5, 'pakejmurahseoul': 1, 'swiss': 4, 'smallgroup': 2, 'zermatt': 1, 'italy': 1, 'rome': 1, 'foodshunters': 1, 'trustedttravelagent': 1, 'matterhorn': 1, 'gornegat': 1, 'traveltheworld': 1, 'abamtourguide': 1, 'kerja': 1, 'abamtaklupabagiduitraya': 1, 'switzerland': 1, 'newzealand': 4, 'trustedtravelagen': 1, 'milforsound': 1, 'travelphotography': 2, 'privatetourguide': 2, 'foryourself': 1, 'southislandnz': 1, 'snow': 1, 'brocuba': 2, 'gym': 1, 'travelblogger': 1, 'travelwithfamily': 1, 'sabah': 1, 'kotakinabalu': 1, 'razitravelservices': 1, 'schoolholiday': 1, 'dekatje': 1"
sakumu.cake,27929,618.11,3.32,2.225,0.5168,3,2,1,0,3,"{'frutillas': 1, 'daifuku': 1, 'mochi': 1, 'wagashi': 1, 'primaveraverano': 1, 'ikebana': 1, 'japón': 1, 'floresnaturais': 1, 'cultura': 1}"
brycebandersen,19021,404.04,21.73,2.2384,0,0,0,0,0,-,-
vvutura,56650,1025.98,20.01,1.8464,2.8624,13,5,0,8,0,{}
armievents,33941,165.91,3.77,0.4999,0.0359,45,21,8,16,8.178,"{'police': 14, 'policekonsept': 14, 'polisdogumgunu': 14, 'armievents': 34, 'ankaradoğumgünüorganizasyonu': 17, 'ankarakonsept': 14, 'policeparty': 14, 'ankara': 17, 'incek': 14, 'kamyonkonsept': 14, 'itfaiyedogumgunu': 14, 'kepçedoğumgünü': 14, 'işmakinaları': 14, 'teddy': 14, 'safari': 14, 'itfaiye': 3, 'itfaiyekonsept': 3, 'itfaiyedoğumgünü': 3, 'alice': 3, 'wonderland': 3, 'aliceinwonderland': 3, 'aliceharikalardiyarında': 3, 'ankaradoğumgünüorganizasyon': 3, 'ankaraparty': 3, 'alicewonderland': 3, 'safarikonsept': 3, 'ayıcıkkonsept': 3, 'futbolkonsept': 3, 'kelebekkonsept': 3, 'hastaneodası': 3, 'organizasyon': 3, 'ankaraorganizasyon': 3, 'uzaykonsepti': 3, 'cookies': 3, 'parti': 3, 'events': 3, 'atlıkarınca': 3, 'rabbitkonsept': 3, 'kelebek': 3, 'karnaval': 3, 'karnavalkonsept': 3, 'butterfly': 3, 'kelebekkonsepti': 3, 'futbol': 5, 'unicorn': 3, 'gökkuşağıkonsept': 3, 'denizkızı': 3, 'mermarid': 3, 'denizkızıkonsept': 3, 'rabbit': 3, 'peterrabbit': 3, 'tavşankonsept': 3, 'ışıklıkelebek': 3, 'mevlidkonsepti': 3, 'şato': 3, 'şatokonsept': 3, 'babyshower': 3, 'futbolkonsepti': 2, 'maçkonsepti': 2}"
martinasebellin,78140,2355.76,44.76,3.0721,2.5836,10,0,3,7,0.8,"{'inspofashion': 1, 'outfitinspo': 2, 'ootd': 1, 'outfitinspiration': 1, 'milano': 1, 'couplefashion': 1, 'autumnfashion': 1}"
vanaany,24615,678,6.31,2.78,1.6465,14,5,0,9,0,{}
ocrfitclub,71291,28.95,0.51,0.0413,0.0034,5,3,1,1,1.4,"{'ocrfitclub': 2, 'landroverdefender': 2, 'destinationdefender': 2, '4dayweekend': 1}"
komaki_yui,99589,7945.38,102.77,8.0814,7.0895,14,0,2,12,1.286,"{'dayoff': 2, 'brunch': 1, 'ベーカリーラウンジ沢村': 1, 'andemiu': 1, 'pr': 2, 'naturalbeautybasic': 1, 'ナチュラルビューティーベーシック': 1, 'NBB24FW': 1, '軽井沢 #紅葉': 1, '雲場池': 1, 'sawamurabakery': 1, 'おさんぽliveありがとうございました': 1, 'オリオン座流星群': 1, '長野': 1, '白樺高原': 1, 'やまびこケーキ': 1, '白樺湖': 1, '霧ヶ峰 ': 1, '気象レーダードーム': 1, '牛タンつくね串': 1, '衣装提供': 1, '番組衣装': 1}"
advanessafaivre,62986,949.9,15.11,1.5321,1.8447,8,4,0,4,,
belmondsplendidomare,52437,858.27,8.42,1.6528,1.7276,24,5,0,19,3,"{'theartofbelmond': 24, 'splendidomare': 24, 'portofino': 23, 'portotino': 1}"
celina.klug,49887,3227.84,10.5,6.4914,3.0367,10,7,2,1,0.8,"{'newsong': 1, 'songpromotion': 1, 'friends': 1, 'newmusicfriday': 1, 'cleverfit': 1, 'cleverfitfamily': 1, 'cleverfitgermany': 1, 'onecommunity': 1}"
leibniz_de,31186,312.39,88,1.2839,1.7929,16,7,6,3,3.75,"{'leibniz': 16, 'derkeks': 15, 'esistdeinchaos': 9, 'lebenmitkindern': 5, 'familienalltag': 4, 'familienfreude': 1, 'familienleben': 2, 'vaya': 1, 'gewinnspiel': 1, 'vayaresorts': 1, 'getthevibes': 1, 'knusperhäuschen': 1, 'rezept': 1, 'mamablogger': 1, 'genießedaschaos': 1}"
impalasforsale,25346,352.91,3.45,1.406,0,0,0,0,0,-,-
bjeidsvag,48943,1109.19,29.17,2.3259,1.1193,5,2,3,0,0,{}
astridcastilleroc,33017,210.77,33.91,0.7411,0.2011,18,3,2,13,0.667,"{'meetthefounder': 1, 'castilé': 1, 'davidyastrid': 2, '5': 1, 'family': 1, 'thedigitallife': 2, 'icedlatte': 1, 'aniversariotdl': 1, '8añosdeinnovación': 1, 'marketingdigital': 1}"
man_mts,31820,1101.05,83.13,3.7215,0.8045,1,1,0,0,3,"{'monamour': 1, 'mafille': 1, 'love': 1}"
mpareusa,62551,51.5,4.33,0.0893,0.0893,4,0,4,0,3.75,"{'maine': 4, 'mainerealtors': 3, 'mainerealestate': 3, 'maineinvestors': 2, 'mpareusa': 1, 'newengland': 1, 'snowstorm': 1}"
alpacapicnicandevents,59984,1895.64,24.91,3.2018,0,0,0,0,0,-,-
hiroyasu_shimo,54385,923.45,4.83,1.7069,1.1182,9,0,0,9,3.889,"{'人口減少': 1, '少子化': 1, '未完文庫': 7, '弁天舎': 3, '契約': 1, '進化論': 1, '神': 1, 'ポケモン': 1, 'パチモン': 1, 'キャラクター': 1, 'pocketmonsters': 1, 'characterdesign': 1, '夢': 1, 'dream': 1, 'hope': 1, '志': 1, '意識': 1, 'じゃんけん': 1, '怪獣': 1, '自己中': 1, '終電': 1, '爆睡': 1, 'お疲れ様': 1, '漂着': 1, '漂流': 1, '死': 1, '死 生観': 1}"
lucius_firmin,126139,9392.43,153.79,7.568,4.1761,19,0,8,11,0.316,"{'ad': 2, 'pumaspeedcat': 1, 'applepay': 1, 'lacostewatch': 1, 'lc33': 1}"
imkhix,56799,12507.23,7.36,22.0331,36.432,7,5,1,1,7.143,"{'เกมสตอร': 12, 'ไอจ': 3, 'สตอร': 3, 'แท': 3, 'ร': 17, 'เธรด': 2, 'คำถามสตอร': 4, 'เกมส': 1, 'oilpastel': 1, 'ส': 1, 'painting': 1, 'fyp': 1, 'ฟอนต': 1}"
sexandthecityitalia,62716,7900.22,157.39,12.8478,39.2975,6,0,6,0,7.833,"{'sarahjessicaparker': 4, 'carriebradshaw': 1, 'glamour': 1, 'andjustlikethat': 3, 'satc': 3, 'kristindavis': 1, 'bts': 4, 'behindthescenes': 2, 'action': 1, 'filming': 1, 'ajlt': 2, 'goldenheartawards': 2, 'michaelkors': 2, 'kors': 1, 'entertainmentnews': 4, 'redcarpet': 2, 'sjp': 4, 'nycfashion': 1, 'cynthianixon': 1, 'nyc': 1, 'andycohen': 1, 'bravo': 1, 'ballet': 1, 'nycballet': 1, 'gala': 1, 'fashion': 1}"
brian_cobb13,37890,254.57,0.32,0.6727,0,0,0,0,0,-,{}
ceangroup,55758,194.34,14.85,0.3752,0.1762,24,6,13,5,8.417,"{'tsd': 6, 'sanitarios': 6, 'nutrición': 14, 'nutricionista': 10, 'dietistanutricionista': 6, 'dietista': 8, 'congreso': 3, 'nutricion': 2, 'webinar': 2, 'yosoytsd': 4, 'oncologia': 1, 'consultanutrición': 1, 'formacion': 2, 'cean': 3, 'cursonutrición': 5, 'vitaminab12': 1, 'suplementación': 2, 'nutriciónvegetariana': 2, 'nutriciónvegana': 2, 'cianocobalamina': 1, 'centrodeestudios': 1, 'educaciónnutricional': 1, 'nutricionistas': 5, 'cursovirtualnutrición': 1, 'educaciónmédicacontinua': 1, 'nutricióngenética': 1, 'consultanutricional': 1, 'webinarnutrición': 1, 'genéticanutricional': 1, 'saludmetabólica': 1, 'nutriciónpersonalizada': 1, 'investigaciónnutricional': 1, 'ómicasenlanutrición': 1, 'formaciónnutricional': 2, 'nutricióndeportiva': 8, 'creatina': 1, 'dietasvegetarianas': 1, 'formaciónnutrición': 2, 'rendimientodeportivo': 3, 'suplementaciónvegana': 1, 'ciclomenstrual': 4, 'mujeresatletas': 1, 'rendimientofemenino': 1, 'entrenamientofemenino': 1, 'saludfemenina': 1, 'deporteynutrición': 1, 'congresocean2024': 1, 'nutriciónclínica': 1, 'sevilla': 2, 'saludydeporte': 1, 'congresocean': 3, 'catalinacarabia': 1, 'deportefemenino': 1, 'olympiquelyonnais': 1, 'crossfit': 1, 'microbiota': 1, 'drismaelsanmauro': 1, 'salud': 4, 'depresión': 1, 'saludmental': 1, 'congresosean': 2, 'estilodevida': 2, 'inflamación': 1, 'saludintegral': 2, 'fernandomata': 1, 'mujer': 3, 'menopausia': 1, 'nutriólogo': 1, 'mujerdeportista': 3, 'entrenamientointeligente': 1, 'atletas': 1, 'congresonutrición': 1, 'proteínas': 1, 'rendimiento': 1, 'planificacionesdietéticas': 1, 'profesionalsanitario': 2, 'nutriólogos': 2, 'b12': 1, 'formaciónparanutricionistas': 1, 'saludvegana': 1, 'enfermedadesautoinmunes': 1, 'inflamacióncrónica': 1, 'pedrocarrera': 1, 'altorendimiento': 1, 'entrenamientointestinal': 1, 'carbohidratos': 1, 'planificaciónnutricional': 1, 'saludintestinal': 1, 'deportesderesistencia': 1, 'mujeresqueinspiran': 1, 'cursoonlinenutrición': 1, 'nutricióninfantil': 1, 'saludinfantil': 1, 'nutriciónconsciente': 1, 'alimentaciónsaludable': 1, 'crecimientosaludable': 1, 'nutriciónpediátrica': 1, 'saludybienestar': 1, 'alimentacióninfantil': 1, 'nutriciónconciencia': 1, 'nutriciónysalud': 1, 'nutris': 1, 'vidasaludable': 1, 'consejosnutricionales': 1, 'saludnutricional': 1, 'veganismo': 1, 'entrenadores': 1, 'cursosnutrición': 1}"
larvegan,35838,425.13,16.04,1.231,0.8052,16,3,12,1,7.5,"{'larvegan': 13, 'govegan': 11, 'plantbased': 12, 'veganfortheplanet': 11, 'restaurantevegano': 10, 'cogumelos': 1, 'natalvegano': 1, 'ceiavegana': 1, 'comidavegana': 5, 'veganforanimals': 8, 'marmitasveganas': 1, 'salgadosveganos': 1, 'veganossp': 3, 'gastronomiavegana': 3, 'halloween': 1, 'halloweenvegan': 1, 'sp': 3, 'vegansp': 3, 'veganismopopular': 1, 'pizzavegan': 2, 'rodiziovegano': 2, 'veganfortheanimals': 2, 'vidavegana': 1, 'comidamexicana': 1, 'comidamexicanavegana': 1, 'junkfood': 1, 'junkfoodvegan': 1, 'veganrecife': 1, 'veganfood': 2, 'larvegansp': 1, 'pzzavegana': 1, 'veganbr': 1, 'opcaovegana': 1, 'veganismo': 1, 'restauranteveganosp': 1, 'eleição': 1, 'meioambiente': 1, 'saude': 1, 'feminismo': 1, 'antirracista': 1, 'lgbtqiap': 1, 'vegan': 2, 'rodiziodepizza': 1, 'veganforlife': 1}"
giovanecamargo_,47850,2067.83,19.6,4.3624,0,0,0,0,0,-,-
aju_shayar__hr,57399,8635.84,14.58,15.0707,2.9015,14,2,12,0,9.143,"{'haryana': 8, 'america': 3, 'jaat': 3, 'dhandanyoliwala': 3, 'haryanvi': 5, 'sumitparta': 3, 'kisan': 2, 'babbumaan': 2, 'trump': 2, 'california': 2, 'fitness': 1, 'gym': 1, 'natural': 1, 'newyork': 1, 'hindu': 4, 'raam': 1, 'haryanaroadways': 3, 'haryanviculture': 3, 'haryanvishayari': 3, 'shyari': 3, 'shyarilovers': 3, 'trendingreels': 3, 'hindisongs': 3, 'hindiquotes': 3, 'hindishayari': 3, 'hindipoems': 3, 'hindiwriting': 3, 'sister': 3, 'sisterlove': 3, 'sis': 3, 'maa': 3, 'fatherdaughter': 3, 'sad': 3, 'dhokha': 3, 'up': 3, 'rajasthan': 3, 'jaipur': 3, 'sonipat': 3, 'kaithal': 3, 'jind': 3, 'jhajjar': 3, 'narwana': 3, 'delhi': 3, 'instagram': 1, 'trending': 1, 'wrightsvillebeachnc': 1, 'nc': 1, 'wilmington': 1}"
monmayuri_bora_,151335,14585.38,67.44,9.6824,25.4212,18,0,7,11,1.278,"{'newmegals': 3, 'elitebynewme': 3, 'ad': 2, 'pondsindia': 1, 'miraclehappens': 1, 'skincare': 1, 'spf50': 1, 'niacinamide': 1, '12hourssunprotection': 1, 'explore': 1, 'olddelhi': 1, 'cinematic': 1, 'delhidiaries': 1, 'delhidaily': 1, 'puranidilli': 1, 'chandinichowk': 1, 'savana': 1, 'savanasquad': 1}"
l.a.c.h.e.e,29972,6399.38,65.59,21.5701,4.3474,2,2,0,0,25,"{'gay': 2, 'gaycz': 2, 'gayboy': 2, 'gaylove': 2, 'gayselfie': 2, 'man': 2, 'manboy': 2, 'boy': 2, 'live': 2, 'schlaf': 2, 'gayusa': 2, 'gayaustralia': 2, 'gaygermany': 2, 'gaysenfrance': 2, 'gaytwinks': 2, 'twink': 2, 'gayslovakia': 2, 'nature': 2, 'yes': 2, 'ja': 2, 'good': 2, 'prague': 2, 'twins': 2, 'girl': 2, 'frau': 2}"
azuima_issaoff,65840,1954.97,21.16,3.0014,2.2974,11,2,4,5,2.182,"{'pregnant': 1, 'happytime': 1, 'reunionisland': 1, 'iledelareunion': 3, 'robedesoiree': 3, 'tempspourmoi': 1, 'détente974': 1, 'edena': 2, 'momlife': 2, 'collaborationcommerciale': 2, 'allaitement': 1, 'babymama': 1, 'cadum': 1, 'momentsdedouceur': 1, 'mamanetbébé': 1, 'soinnaturel': 1, 'routinebienêtre': 1}"
helloimaubs,75769,2327.26,71.31,3.1656,3.4885,5,1,2,2,7.6,"{'holidaydecorating': 3, 'holidayhomes': 2, 'holidaycottage': 2, 'cozyroom': 2, 'cozycottage': 3, 'cottageliving': 2, 'countryhomemagazine': 1, 'livingroomdecoration': 2, 'fireplacedecor': 2, 'christmasdecor': 1, 'holidaymantle': 1, 'livingroominspiration': 2, 'simplehomestyle': 2, 'christmastree': 1, 'christmaslight': 1, 'holidaydecorations': 1, 'cottagedecor': 1, 'livingroominterior': 2, 'cozyhomedecor': 2, 'falldecorations': 1, 'falldecorating': 1, 'livingroomstyle': 1, 'autumnvibes': 1, 'cozyfall': 1}"
ali_majidzada,57449,3256.94,83.05,5.8138,0,0,0,0,0,-,-
nationalparkafterdark,89664,1816.51,22.75,2.0513,2.0103,23,3,5,15,1.565,"{'nationalparkafterdark': 3, 'podcast': 3, 'nationalparks': 6, 'whorunsthispark': 3, 'stories': 3, 'adventure': 3, 'outdoors': 3, 'jimcorbett': 1, 'grandtetonnationalpark': 1, 'parksproject': 3, 'leaveitbetter': 3, 'spookyseason': 1, 'fallvibes': 1, 'spookyszn': 2}"
sofia.salinassc,12313,187.59,2.12,1.5407,1.9492,3,0,2,1,5,"{'motivacióndiaria': 1, 'energíapositiva': 1, 'equilibriocuerpomente': 1, 'vibrasaltas': 1, 'energíavital': 1, 'conexióninterior': 1, 'crecimientopersonal': 1, 'mentalidadpositiva': 1, 'actitudimparable': 1, 'bienestarintegral': 1, 'despiertatuenergía': 1, 'viveconpropósito': 1, 'poderinterior': 1, 'reelmotivacional': 1, 'energíaenmovimiento': 1}"
