Username,Followers,Average Likes,Average Comments,Average Engagement Rate,Engagement Rate (60 Days),Posting frequency (last 60 days),Posts (image),Posts (videos),Posts (carousel),Average Hashtags / Post (60 Days),Hashtags (dictionary)
uniquehotels,1875587,8651.74,113.71,0.4673,0.234,64,1,62,1,6.202,"{'italia': 2, 'venice': 1, 'paris': 3, 'train': 2, 'southafrica': 1, 'fypシ': 2, 'elephant': 1, 'safari': 1, 'corinthialondon': 1, 'hotel': 7, 'christmas': 3, 'afternoontea': 1, 'festiveseason': 1, 'spa': 4, 'bath': 2, 'goals': 1, 'maldives': 3, 'honeymoon': 2, 'pool': 7, 'austria': 7, 'italy': 6, 'alps': 1, 'breakfast': 4, 'bed': 1, 'caribbeanlife': 1, 'seaviews': 1, 'winter': 6, 'turksandcaicos': 1, 'flowerdesign': 1, 'flower': 1, 'beauty': 3, 'bali': 12, 'ubud': 3, 'ski': 2, 'winterholiday': 1, 'winteriscoming': 1, 'romania': 1, 'cabin': 2, 'winterwonderland': 3, 'aframe': 1, 'zellamsee': 2, 'mountain': 1, 'lamour': 1, 'france': 3, 'parisjetaime': 2, 'christmastree': 1, 'christmasdecor': 1, 'fiji': 1, 'paradise': 3, 'explore': 3, 'fyp': 23, 'norway': 4, 'scandinavia': 1, 'treehouse': 2, 'snow': 3, 'fjord': 1, 'thailand': 8, 'thailandtravel': 1, 'marrakech': 4, 'morocco': 5, 'beautiful': 1, 'foodie': 1, 'balitravel': 1, 'indonesianfood': 1, 'discover': 2, 'chiangmai': 1, 'türkiye': 1, 'cappadocia': 2, 'turkiye': 2, 'destination': 2, 'reels': 3, 'world': 1, 'mallorca': 1, 'spain': 2, 'wellness': 5, 'finland': 1, 'visitlapland': 1, 'lapland': 2, 'travel': 4, 'holiday': 2, 'escape': 3, 'vacay': 1, 'vacation': 1, 'holidays': 1, 'hotelbosko': 1, 'presidentialtent': 1, 'luxuryretreat': 1, 'colombia': 1, 'guatape': 1, 'explorepage': 2, 'zanzibar': 1, 'tanzania': 1, 'visitzanzibar': 1, 'luxhotels': 1, 'peace': 1, 'lake': 1, 'swiss': 4, 'switzerland': 5, 'rcmemories': 2, 'ritzcarlton': 2, 'ritzcarltonalwadi': 1, 'nature': 2, 'morning': 1, 'sunset': 1, 'uluwatu': 2, 'sunsetlovers': 1, 'ritzcariltonhotel': 1, 'kohsamui': 2, 'kohsamuiisland': 2, 'kohsamuithailand': 2, 'ritzcarltonkohsamui': 1, 'thesamuiwayoflife': 1, 'beach': 2, 'sand': 1, 'sun': 1, 'bahamas': 1, 'vietnamtravel': 1, 'sapavietnam': 1, 'vietnamhotel': 1, 'funny': 1, 'desert': 2, 'staywithandara': 1, 'andaramoments': 1, 'andararesort': 1, 'andaraphuket': 1, 'phuket': 1, 'phuketthailand': 1, 'zermatt': 1, 'zermattswitzerland': 1, 'myswitzerland': 1, 'ineedswitzerland': 1, 'numabali': 2, 'beautifuldestinations': 11, 'bambooarchitecture': 1, 'bestvacations': 1, 'sidemen': 1, 'balihotel': 1, 'balihouse': 1, 'uniquehotels': 6, 'stayatnumabali': 2, 'baligasm': 1, 'hoteldesign': 1, 'archidaily': 1, 'beautifulhotels': 6, 'baliindonesia': 4, 'balidesign': 1, 'mauritius_explored': 1, 'mauritiusisland': 1, 'visitmauritius': 1, 'paradiseisland': 2, 'islandvibes': 1, 'paradiseishere': 1, 'besthotels': 3, 'amazinghotels': 2, 'hotelsoftheworld': 1, 'bucketlisttravel': 6, 'myarbor': 1, 'treetops': 1, 'southtyrol': 1, 'tropicalvibes': 1, 'ecoluxury': 1, 'balibliss': 1, 'travelblogger': 3, 'travelphotography': 2, 'travelgram': 4, 'traveler': 1, 'veluvanabali': 1, 'dji': 1, 'drone': 1, 'hotelzellamsee': 1, 'salzburgerhofzellamsee': 1, 'garden': 1, 'salzburg': 1, 'luxury': 2, 'instagram': 1, 'maldivesislands': 3, 'maldivesresorts': 2, 'visitmaldives': 1, 'maldivesparadise': 1, 'maldivesphotography': 1, 'dronephotography': 1, 'beachvilla': 1, 'portroyalvillasandspa': 1, 'rhodesgreece': 1, 'visitrhodes': 1, 'rhodesisland': 1, 'greekislands': 1, 'greecerhodes': 1, 'greeceislands': 2, 'exploregreece': 2, 'greecemoments': 1, 'greecetravelgr': 1, 'hotelsandresorts': 1, 'luxuryhotels': 2, 'tasteinhotels': 1, 'globehotels': 1, 'bestgreekhotels': 1, 'luxuryworldtraveler': 2, 'speechlessplaces': 1, 'postcardsfromtheworld': 1, 'wonderful_places': 1, 'yololttw': 1, 'travelandleisure': 2, 'tlpicks': 1, 'wearetravelgirls': 1, 'greece_travel': 1, 'visitgreece': 1, 'rhodeshospitality': 1, 'halloween': 1, 'witch': 1, 'belmondlemanoir': 1, 'thepeninsulaistanbul': 1, 'thepeninsulahotel': 1, 'madlives': 1, 'toilet': 1, 'travelwithme': 1, 'travelreels': 2, 'traveltip': 1, 'travelandexplore': 3, 'exploretheworld': 1, 'traveltheworld': 3, 'travelandexperience': 1, 'travelexperiences': 1, 'travelreel': 1, 'hiddengem': 1, 'travelcreator': 1, 'travelanddestinations': 1, 'uniquedestination': 1, 'fourseasons': 3, 'fsbali': 1, 'fsjimbaran': 1, 'baliretreat': 1, 'canggu': 1, 'cinema': 1, 'movies': 1, 'goldenhour': 1, 'sunrise': 1, 'thailandinstagram': 1, 'lovethailand': 1, 'chiangrai': 1, 'thailanddestiny': 1, 'visitthailand': 2, 'milano': 1, 'qcterme': 1, 'rain': 1, 'emanahotels': 1, 'hotels': 3, 'ubudbali': 1, 'ubudlife': 1, 'lovelife': 1, 'indonesia': 1, 'indonesia_photography': 1, 'asie': 1, 'baliisland': 1, 'island': 2, 'travelcouple': 1, 'tulum': 1, 'tulummexico': 1, 'laveletatulum': 1, 'tulumhotel': 1, 'tulumtravel': 1, 'aituatki': 1, 'aitutakilagoon': 1, 'cookislands': 1, 'southpacific': 1, 'southpacificislands': 1, 'luxurytravel': 1, 'dreamdestinations': 1, 'lagoon': 1, 'overwaterbungalows': 1, 'tropicalisland': 1, 'turkey': 1, 'beautifulhotel': 1, 'amazingpools': 1, 'visitswitzerland': 1, 'switzerland_vacations': 1, 'travelbest': 1, 'infinitypools': 1, 'levilapland': 1, 'visitfinland': 1, 'fourseasonsastirpalace': 1, 'fsathens': 1, 'athens': 1, 'greece': 1, 'hawaii': 1, 'kauai': 1, 'bucketlist': 2, 'resorts': 1, 'borabora': 1, 'tropicalparadise': 1, 'frenchpolynesia': 1, 'fsborabora': 1, 'visitsaudi': 1, 'visitalula': 1, 'alula': 1, 'experiencealula': 1, 'alulamoments': 1, 'explorewithkevs': 1, 'devon': 1, 'visitdevon': 1, 'bubblebath': 1, 'tv': 1, 'netflix': 1, 'breathtaking': 1, 'milan': 1, 'relax': 1, 'sharmelsheikh': 1, 'egypt': 1, 'addresshotels': 1, 'fujairah': 1, 'unitedarabemirates': 1, 'beautifulplaces': 1, 'trvael': 1, 'rome': 1, '5': 1, 'cambridge': 1, 'cambridgeuk': 1, 'bathroomgoals': 1, 'bathroom': 1, 'visitcambridge': 1, 'uktravel': 1, 'ukstaycation': 1, 'rosewoodhotels': 1, 'rosewoodabudhabi': 1, 'autumn': 1, 'flowers': 1, 'love': 1, 'snowboard': 1, 'skiing': 1, 'chamonix': 1, 'yacht': 1, 'yes': 1, 'croatia': 1, 'summer': 1, 'agafaydesert': 1, 'ananataradhigu': 1, 'anantarahotels': 1, 'unforgettablejourneys': 1, 'travelinspiration': 1, 'ghadiscovery': 1, 'rewardinglifesjourneys': 1, 'amour': 1, 'mariahcarey': 1, 'fourseasonshotel': 1, 'khosamui': 1, 'thailandhotel': 1, 'iconicplaces': 1, 'iconichotel': 1, 'islandlife': 1, 'design': 1, 'architecture': 1, 'villa': 1, 'balidaily': 1, 'balilife': 1, 'balitrip': 1, 'luxuryhotel': 2, 'uniquehotel': 1, 'morroco': 1, 'experiencemiamibeach': 1, 'thesetai': 1, 'thesetaimiamibeach': 1, 'miami': 1, 'miamibeach': 1, 'breakfastideas': 1, 'italian': 1, 'river': 1, 'camping': 1, 'swissalps': 1, 'silavadee': 1, 'silavadeeresort': 1, 'thenewchaptersofluxury': 1, 'silavadeesamui': 1}"
dopesnow,1507878,18114.11,59.76,1.2053,1.5169,23,0,15,2,0,{}
liridonkrasniqi_8,1000012,13534.56,71.34,1.3606,0.1903,13,0,10,3,2.231,"{'matdon': 11, 'thecomeback': 1, 'lk8': 9, 'strasse': 5, 'baustelle': 1, 'nevergiveup': 1, 'ballerleague': 1}"
shafaharris,982229,27707.46,261.5,2.8475,2.4468,9,2,0,7,0.111,Hashtags Dictionary: {'pazcanggu': 1}
bikinisguadalupecid,1028411,13258.48,909.42,1.3777,0.3105,10,0,6,4,2,"{'locales': 1, 'coolkinis': 2, 'tropicalvibes': 5, 'único': 1, 'sustainablefashion': 2, 'envíos': 1, 'bikinissustentables': 1, 'compra': 1, 'oceanchild': 1, 'guadalupevibes': 3, 'kinissustentables': 2}"
syubbanulmuslimin,1198961,11354.35,60.05,0.952,0.5431,61,18,39,4,0.525,"{'milad19syubbanulmuslimin': 5, 'hameduye': 5, 'sabyangambus': 6, 'sabyan': 1, 'milad19': 2, 'syubanulmuslimin': 4, 'syubbanlovers': 4, 'syubbanulmuslimin': 1, 'syubbanloversnusantara': 1, 'reels': 2, 'safarimaulid40malam': 1}"
irwanmussry,1077761,12726.22,92.63,1.1894,1.2948,17,3,4,10,4.529,"{'timeinternational': 6, 'chanelbeauty': 1, 'chanelindonesia': 1, 'plazasenayan': 1, 'chanelwintertale': 1, 'workingattime': 8, 'sayatimeinternational': 10, 'itsourtime': 7, 'thetimeplace': 2, 'thetimeplace25': 1, 'quincyjones': 1, 'musiclegend': 1, 'restinpeace': 1, 'thetimeplacemagazine': 1, 'readanywhere': 1, 'toryburch': 1, 'toryburchid': 3, 'toryburchindonesia': 3, 'villagiooutlets': 1, 'indonesiajuara': 2, 'toryburchidfall24': 2, 'tissotmotogp': 2, 'tissotmandalikagp': 2, 'officialtimekeeper': 2, 'watchcornerid': 4, 'intime': 2, 'tissot': 1, 'motogp': 2, 'motogp2024': 1, 'maiaestianty': 1, 'irwanmussry': 1, 'motogppremier': 1, 'mandalika': 1, 'circuitmandalika': 1, 'semakintuasemakinbahagia': 1}"
medinazein,910962,5838.83,444.86,0.6898,0,0,0,0,0,0,{}
emmett_sparling,1054229,15852.63,193.56,1.5221,0.9275,28,0,12,16,1.036,"{'travelling': 1, 'uapou': 1, 'frenchpolynesia': 1, 'sonyalpha': 2, 'himalayas': 1, 'nepal': 1, 'nepaltravel': 1, 'mountains': 1, 'lexarworkflow': 1, 'lexarambassador': 1, 'babyelephant': 1, 'cuteanimals': 1, 'naturephotography': 1, 'lexargo': 1, 'nudibranchs': 1, 'ocean': 1, 'marinelife': 1, 'naturelovers': 1, 'sonygmaster': 1, 'sonycine': 1, 'shotonsony': 1, 'thisisliving': 1, 'biology': 1, 'oceanlife': 1, 'underwaterworld': 1, 'featherstar': 1, 'shotoniphone': 1, 'iphone16pro': 1}"
tintinrayner,986853,3297.38,190.97,0.3535,0.1425,28,5,6,17,0.321,"{'idebekalanak': 1, 'bolasalmon': 1, 'bolanasi': 1, 'nasirumputlaut': 1, 'seaweed': 1, 'salmonmpasi': 1, 'menumpasi': 1, 'tintinraynerresep': 1, 'reseptintinrayner': 1}"
sandywalsh,2781412,115293.75,1348.9,4.1936,12.1218,16,0,6,10,1.444,"{'wearemalinwa': 1, 'semuajadihappy': 1, 'sandywalsh': 3, 'abangwalsh': 1, 'unclewalsh': 1, 'faceitcoachingpondsmen': 1, 'minisoccer':1, 'challengeaccepted': 1, 'millslifestyle': 2, 'ultras': 2, 'ultrasarenas': 2, 'aislinnkonig': 1, 'coachny': 1, 'coachindonesia': 1, 'timnasindonesia': 5, 'believe': 1, 'worldcup': 1}"
morganrosemoroney,889213,23692.74,117.83,2.6777,1.5024,25,2,19,4,0.04,{'suspectchallenge': 1}
gibran_rakabuming,6199626,16913.83,286.68,0.2774,4.3511,57,1,40,16,0.035,"{'kabinetmerahputih': 1, 'indonesia': 1}"
vinogbastian__,5120068,35084.37,569.8,0.6964,0.3626,68,20,26,22,1.147,"{'mandatoryride': 1, 'sneakpeek': 1, 'otwsholatjumat': 1, '2ndmiracleincellno7': 6, 'cryingbaby': 1, 'mahalini': 1, 'mencintaimu': 1, 'miraclecellno7': 1, 'originalmotionpicturesoundtrack': 1, 'actor': 1, 'lifestyleaward': 1, 'primevideo': 1, 'maiaestianty': 1, 'vinogbastian': 1, 'marshatimothy': 1, 'ayah': 1, 'familyman': 1, 'ideal': 1, 'idaman': 1, 'idola': 1, 'kpop': 1, 'torasudiro': 1, 'indrowarkop': 1, '25desember2024': 2, 'qodrat': 3, '311': 1, 'miracleincellno7': 1, 'wingday10sogindonesia': 2, 'scooterownersgroupindonesia': 2, 'sogfornation': 2, 'magma': 2, 'qodrat2': 2, 'jaff': 2, 'thefatherofthebride': 1, 'myannoyingbrother': 20, 'filmmab': 1, 'sedangtayangdibioskop': 1, 'cjenm': 1, '24oktober2024': 1, 'jay': 1, 'pemeranutamapriaterfavorit2024': 1, 'pemeranutamawanitaterfavorit2024': 1, 'gampangcuan': 1, 'monster': 1, 'imaa2024': 1}"
