Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary),Unnamed: 0
492759,4728.97,43.17,0.9685,1.9178,6,0,1,5,0.333,"{'grobakpink': 1, 'cittywalk': 1}",45.0
566277,4991.27,69.88,0.8938,0.754,160,15,94,51,2.444,"{'spesialnatal': 10, 'komedimendidik': 35, 'mli': 104, 'majelislucu': 53, 'majelislucuindonesia': 102, 'sjwnews': 8, 'podcastawalminggu': 6, 'noice': 2, 'conspiracynchill': 3, 'ibu': 1, 'tanpaarah': 11, 'tessy': 1, 'cokipardede': 2, 'lucuflix': 5, 'mlipodcast': 5, 'badboytwins': 5, 'mencobamengerti': 3, 'karaokenight': 1, 'olivjakarta': 1, 'pemudasinarmas': 1, 'olivkemang': 1, 'comopark': 1, 'openmic': 3, 'majelislucuindoneisa': 1, 'mliallstar': 1, 'spesialnatalxkomedimendidik': 3, 'jiroluger': 1, 'podcastceritakampunghalaman': 1, 'fixangker': 2, 'jakselapocalypse': 1, 'majelislucuindoneeia': 1, 'happybrokenfamily': 2, 'spesialnatalxkomdik': 1, 'generasimelekpolitik': 1, 'partisipasiuntukbumi': 1, 'bambangpacul': 1, 'pdip': 1, 'mlimerchandise': 1, 'musuhmasyarakat': 2, 'komdikxbyaa': 1, 'specialnatal': 1, 'burnoutbambangpatjul': 1, 'negativecommentwillbeforgiven': 2, 'sule': 1}",46.0
812558,1520.28,63.3,0.1949,0.1101,47,45,1,1,0.617,"{'tulisan': 7, 'katakata': 7, 'dayatpiliang': 7, 'quotes': 6, 'bulanbahasadansastra2024': 1, 'narabahasa': 1}",47.0
573481,363.25,9.3,0.065,0.0505,114,6,43,55,0.632,"{'kamiwarehousesale': 1, 'jfw2025': 1, 'kamiforu': 1, 'gakgitugituaja': 2, 'semuanyasemaunya': 1, 'kamipeople': 10, 'exoticescapade': 13, 'theunexpecteddailylook': 4, '2': 1, 'twistincolors': 2, '1': 1, 'everbloomingbeauty': 4, 'jmfw': 1, 'jmfw2025': 1, 'jakartamodestfashioncapital': 1, 'markinkjmfw': 1, 'jmfwgoesglobal': 1, 'kamifashionmonth2024': 2, 'ronaikarona': 21, 'kamifeatured': 1, 'tripalakami': 1, '6859': 1}",48.0
1141705,16221.05,505.33,1.465,0.7012,40,2,35,3,0.725,"{'namaste': 1, 'coklat': 1, 'coklatdubai': 1, 'alfatihah': 1, 'antvrame': 2, 'goyanglidahbangmadun': 2, 'storybangmadun': 2, 'nyakkopsah': 2, 'vazoachmad': 2, 'kfood': 1, 'kpop': 1, 'festival': 1, 'korea': 1, 'eventkorea': 1, 'malciputrajkt': 1, 'agussedihbanget': 1, 'udahmantepmakinmantep': 1, 'hpindonesia': 1, 'agresid': 1, 'agresprotect': 1, 'lombok': 1, 'mauvperfume': 1, 'vperfume': 1, 'giveaway': 1}",49.0
720354,48269.24,239.23,6.734,4.9989,3,0,1,2,0.0,{},50.0
460522,2507.19,36.35,0.5523,0.5798,13,3,3,7,0.0,{},51.0
1029677,3582.48,168.41,0.3643,0.9215,65,12,43,10,11.277,"{'celebritydoctor': 27, 'ekles': 30, 'eklesclinic': 29, 'dreklesskincare': 30, 'eklesdentalclinic': 27, 'drzlim': 27, 'eklescoffee': 27, 'doctorpreneur': 27, 'tvhost': 27, 'singer': 27, 'eklessocialiteclub': 22, 'makeoverdrekles': 27, 'skincareclass': 22, 'hidupsehatbersamadrekles': 22, 'drewhite': 27, 'drekles': 32, 'dokterekles': 22, 'giveaway': 22, 'liplaserekles': 22, 'fractionallaserekles': 22, 'eklesstore': 22, 'oreview': 2, 'hidupsehattvone': 16, 'cariberitaditvone': 17, 'promofta': 16, 'kulitsehat': 2, 'hidrokuinon': 1, 'skincare': 3, 'skincaretips': 2, 'skincarepemula': 1, 'skincareabalabal': 2, 'glowvember': 1, 'skincarepromo': 2, 'beautyclinic': 2, 'glowingskin': 2, 'beautytreatments': 2, 'klinikkecantikan': 3, 'klinikkecantikanterpercaya': 3, 'klinikkecantikanterbaik': 2, 'klinikjakarta': 2, 'klinikkecantikanjakarta': 1, 'infuse': 1, 'booster': 1, 'pico': 1, 'laser': 1, 'treatment': 1, 'eklesclinicjakarta': 1, 'beautytreatment': 1, 'beautyclinicjakarta': 1, 'glowing': 1, 'picolaser': 1, 'flek': 1, 'november': 2, 'promo': 4, 'acne': 2, 'kliniksocialita': 1, 'monogeisha': 1, 'hidupsehatdrekles': 7, 'hidupsehat': 2, 'tvone': 1, 'antipegal': 1, 'antinyeri': 1, 'doubledate': 3, '11': 1, 'expertseries': 3, 'oxyglowseries': 3, 'beauty': 4, 'livestreaming': 3, 'iamekles': 3, 'live': 3, 'instantbeautyinoctober': 1, 'summerreadyglow': 1, 'repost': 1, 'hardnews_breakingnews': 1, 'newsone': 1, 'mobilkrutvone': 1, 'tolpemalang': 1, 'no02': 1, 'beasiswaekles': 5, 'eklesreseler': 5, 'bpom': 1, 'bpomskincare': 1, 'edukasi': 1, 'edukasiskincare': 1, 'tipskecantikan': 1, 'payday': 1, 'oktober': 2, 'shocklive': 2, 'shocktober': 2, 'doktertv': 1, 'doktif': 2, 'dokterdetektif': 2, 'skincarebpom': 1, 'perangiskincareabalabal': 1, 'shindyfioerla': 1, 'shindysamuel': 1, 'fillerbibir': 1, 'pduiofficial': 1, 'pitpduixiv': 1, 'pduijaya': 1, 'reviewnyadrekles': 1, 'perangikrimabalabal': 1, '10': 1, 'kecantikan': 1, 'perawatankulit': 1, 'jerawat': 1, 'skin': 1, 'despicableme': 1, 'fyp': 1, 'tutorialmakeup': 1, 'droky': 1, 'drrichardlee': 1}",52.0
448696,4514.69,61.13,1.0198,0.0,0,0,0,0,0.0,{},53.0
1012203,7568.44,19.8,0.7497,0.9295,108,3,101,4,0.231,"{'foreveryoung': 1, 'fyp': 1, 'rells': 1, 'quoteoftheday': 1, 'bali': 4, 'sunset': 1, 'brandday': 1, 'xmanshaver': 1, 'enchenindonesia': 1, 'enchenminix': 1, 'tokopedia': 1, 'manzoneminimal': 1, 'batikcouple': 1, 'manzone': 1, 'kingpargoybali': 1, 'lovebali': 1, 'balispa': 1, 'uluwatu': 1, 'canggu': 1, 'canggulife': 1, 'klivelyexperience': 1, 'heretofeelaklive': 1}",54.0
374776,2257.28,39.42,0.6128,0.6148,22,0,18,4,6.864,"{'slimmingprogram': 1, 'konsultasidiet': 1, 'tubuhideal': 1, 'dokterkurusjakarta': 1, 'programdiet': 1, 'perawatantubuh': 1, 'dokterkecantikan': 2, 'draestetica': 1, 'mom': 1, 'animalinstinct': 1, 'love': 2, 'children': 1, 'angelindisguise': 1, 'content': 1, 'igreels': 1, 'momandchild': 1, 'andisoraya': 8, 'workout': 1, 'fit': 1, 'gymlife': 1, 'health': 1, 'lifestyle': 1, 'instagood': 1, 'gyn': 1, 'fitness': 1, 'kyliezhi': 1, 'momanddaughter': 1, 'reelswithdaughter': 1, 'belimainan': 1, 'sayanganak': 1, 'shopping': 1, 'toyskingdom': 1, 'mommies': 2, 'schoolmom': 1, 'kegiatanharini': 1, 'unday': 1, '2024': 1, 'sabtupagi': 1, 'primary': 1, 'traveling': 1, 'indonesia': 2, 'beautifulindonesia': 1, 'astonanyerbeachhotel': 2, 'hotelastonanyer': 1, 'holiday': 1, 'familytrip': 1, 'vacation': 1, 'staycation': 2, 'healing': 1, 'anyerserang': 1, 'libursekolah': 1, 'liburankemana': 1, 'hotelkeluarga': 2, 'hotelramahanak': 1, 'honeymoonhotel': 1, 'hotel': 1, 'villa': 1, 'jalanjalan': 1, 'piknik': 1, 'oceanviewhotel': 1, 'myquotesoftheday': 1, 'gemini': 2, 'loveyourself': 1, 'foreveryoung': 1, 'picoftheday': 1, 'photography': 1, 'interviewwiththevampire': 1, 'jakarta': 1, 'halloween2024': 1, 'theamericanclub': 1, 'boofriends': 1, 'banyaktemanituindah': 1, 'serubareng': 1, 'socialbutterfly': 1, 'jwl': 1, 'arisan': 1, 'socialgathering': 1, 'birthday': 2, 'wishes': 1, 'myson': 1, 'familybond': 1, 'kyliezhivana': 1, 'shawnadrian': 1, 'darrensterling': 2, 'shawnshine': 1, 'parentsclub': 1, 'friends': 1, 'playdate': 2, 'halloween': 1, 'costumeparty': 1, 'trickortreat': 1, 'the80s': 1, 'happyday': 1, 'lipstick': 1, 'myweekend': 1, 'mysunday': 1, 'rollerskate': 1, 'inlineskate': 1, 'bff': 1, 'oldbuddies': 1, 'genkjadul': 1, 'klinikkecantikanjakarta': 1, 'cindyclinic': 1, 'adayinmylifeindonesia': 1, 'cantikitudirawat': 1, 'perawatanwajahterbaik': 1, 'klinikwajah': 1, 'arisankbv': 1, 'momsgroup': 1, 'momssupportingmoms': 1, 'ourchildren': 2, 'ourfutureleaders': 1, 'aquavillasastonanyer': 1, 'astonanyer': 1, 'familygateway': 1, 'termbreakholiday': 1, 'villapantai': 1, 'nginapdimana': 1, 'hotelanyer': 1, 'hoteldekatpantai': 1, 'liburan': 1, 'pantaianyer': 1, 'geminilife': 1, 'geminijune': 1, 'zodiacsays': 1, 'persona': 1, 'friendship': 1, 'goodfriends': 1, 'holidaytrip': 1, 'son': 1, 'mymoon': 1, 'virgoboy': 1}",55.0
528854,13688.33,118.48,2.6107,2.0896,71,4,36,31,2.958,"{'buburayamracer': 55, 'dendimas': 55, 'bmw': 3, 'rninet': 2, 'paintprotectionfilm': 1, 'paintprotectionjakarta': 1, 'uppfindonesia': 1, 'paintprotectionexpert': 1, 'protectedbyuppf': 1, 'porsche': 1, 'hotwheelsindonesia': 1, 'suzukijimny': 3, 'jimnychallengeextendedepisode': 1, 'vespa': 1, 'exclusive': 1, 'px150': 1, 'tarikanenteng': 1, 'shelladvance': 1, 'dibaliktiaptarikan': 1, 'r1300gsadventure': 1, 'diecast': 1, 'diecasterindonesia': 1, 'chemcowheel': 1, 'chemco': 1, 'velgchemco': 1, 'velgbuatanindonesia': 1, 'velgdalamnegeri': 1, 'velgsni': 1, 'velgkeren': 1, 'modifikasinmax': 1, 'jimny': 3, 'jimnyindonesia': 1, 'lionparcel': 1, 'beranidiandelin': 1, 'ceritakurir': 1, 'kurirmisterius': 1, 'gwmindonesia': 2, 'gwminchcape': 2, 'tank300': 2, 'ascomotorsport': 2, 'ascomotorsportipf': 2, 'ascomotorsportbradley': 1, 'ascomotorsportmitsuba': 1, 'ascomotorsportexea': 1, 'suzukijimnymodifikasi': 2, 'suzukijimnyjc74': 2, 'suzukijimnyindonesia': 2, 'jimnyjc74': 1, 'nmaxturbo': 2, 'yamahanmax': 1, 'sparkafer': 1, 'vwbeetle': 1, 'ascomotorsportsuzuki': 1, 'ascomotorsportjimny': 1, 'suzukijimny4x4': 1, 'suzukijimnyoffroad': 1, 'bradleywheelsindonesia': 1, 'pertaminagrandprixofindonesia': 5, 'pertaminagp2024': 5, 'perfectioninperformance': 5, 'pertaminamotogp': 5, 'indonesiagp': 5, 'kopikoluckyday': 1, 'gfx100s': 1, 'bmwm1000rr': 1, 'bmwe30': 1}",56.0
531546,2194.84,43.97,0.4212,0.18,114,15,77,22,2.958,"{'rejekibaik': 1, 'tuhanpastitau': 1, 'masingmasing': 28, 'erniezakri': 16, 'adegovinda': 13, 'youtubemusic': 1, 'rozianacindyps': 4, 'palingsejati': 3, 'newmusic': 4, 'newsong': 4, 'comingsoon': 3, 'sneakpeek': 3, '909studio': 2, 'recordingsession': 1, 'sctvawards2024': 6, 'superhouse': 1, 'superstar': 1, 'takeittothenextlevel': 1, 'nextlevelshowentertainment': 1, 'neverstopflying': 3, 'spotify': 2, 'listenonspotify': 2, 'sctvspesial': 2, 'sctvawards': 1, 'sa2024': 2, 'thelongandwindingroad': 1, 'siaran': 1, 'siaranradio': 1, 'radio': 1, 'penyiar': 1, 'penyiarradio': 1, 'gabutoffice': 1, 'weekend': 1, 'weekendvibes': 1, 'playlistlivefestival': 3, 'bandung': 2, 'sctvsinetron': 1, 'lelakiini': 1, 'sedetiklebih': 1, 'masingmasingcover': 7, 'thebeatles': 2, 'thebestlescover': 1, 'halhebat': 8, 'sampaikanrindu': 8, 'indinikahinade': 3, 'govindahalhebat': 6, 'govinda': 7, 'govindaliveinkl': 3, 'elicapaujin': 4, 'concertmerch': 1, 'adimusiqa': 1, 'ernienators': 1, 'universalmusicmalaysia': 5, 'halhebatgovindaerniezakrie': 1, 'halhebatmalaysia': 1, 'zeppkualalumpur': 1, 'ernizakri': 1, 'erano1palinglegit': 2, 'sinarkongsi': 2, 'zayanshare': 3, 'ainaabdul': 4, 'konsertgovinda': 5, 'halhebatconcert': 5, 'govindalive': 5, 'govindakl': 5, 'malaysianmusic': 3, 'indonesianmusic': 3, 'melangkah': 2, 'lyodramelangkah': 2, 'lyodra': 2, 'mylyodraofficial': 2, 'mylyodrakaltim': 1, 'sampaikanrinducover': 1, 'lazio': 3, 'maglialazio': 3, 'vintagejersey': 3, 'laziodelmonte': 4, 'ligacalcio': 3, 'calcioera': 3, 'legacalcio': 3, 'musicunites': 1, 'explore': 2, 'eraradiono1palinglegit': 1, 'gempakhitera': 1, 'fadlypadi': 3, 'liveconcertkl': 3, 'konsert2024': 3, 'zeppkl': 3, 'explorepage': 2, 'sa2024masingmasing': 1, 'newsinglecomingsoon': 1, 'abph': 1, 'cabin': 2, 'tanpabataswaktu': 4, '2ndalbumlyodra': 1, 'lyodrasampaikanrindu': 1, 'mylyodrajogja': 1, 'mylyodra': 1, 'coversong': 1, 'instagramreels': 1, 'siapayangpantas': 1, 'episodebahagia': 2, 'pilihlahaku': 2, 'laziosiemens': 1, 'lazioeuropeancup': 1, 'lukacinta': 4, 'abpbh36': 1, 'samri': 1, 'timsar': 1, 'laziowinnerscup': 1, 'kirribilly': 1, 'beatles': 1, 'beatlemania': 1, 'beatlesfusion': 1, 'isawherstandingthere': 1, 'iwanttoholdyourhand': 1, 'allmyloving': 1, 'theend': 1, 'dibandingdia': 1, 'irhamsyahrezz': 1, 'cover': 1, 'coverlagu': 1, 'musikindonesia': 3, 'indomusikgram': 1, 'indomusiccover': 1, 'reels': 1, 'reelsvideo': 1, 'tiktok': 1, 'youtube': 1, 'fyp': 1, 'fypã·': 1, 'malaysia': 1, 'indonesia': 1, 'jakartahits': 1, 'bandunghits': 1, 'lampunghits': 1, 'singer': 1, 'penyanyi': 1, 'musisi': 1, 'bellaastillah': 1, 'preweddinghealthalaadegovinda': 1, 'sehatbersamatelkomedika': 1, 'sehatitukeren': 1, 'konserthalhebatgovindakl': 1, 'sinarfm': 2, 'erafm': 2, 'zayanfm': 2, 'gegarfm': 2, 'malaysiaconcert': 1, 'malammuzik': 2, 'musiklive': 2, 'meetandgreet': 1, 'live': 1, 'eventkl': 1, 'event': 1, 'coachindonesia': 1, 'coachny': 1, 'sangdewi': 1, 'kualalumpur': 2, 'liveconcert': 1, 'starstudded': 1, 'unmissable': 1, 'concertnight': 1, 'livemusic': 1, 'exploremalaysia': 1, 'exploremore': 1, 'bogor': 1}",57.0
364674,5926.28,258.97,1.6961,0.0,0,0,0,0,0.0,{},58.0
164478,62.93,2.16,0.0396,0.0246,23,2,19,2,5.174,"{'100kalori': 1, 'dietalami': 2, 'dietantiribet': 1, 'coldpressedjuicejakarta': 10, 'detoxjuicejakarta': 3, 'tipsolahraga': 1, 'sahabatsehat': 2, 'dietolahraga': 1, 'pilatesjakarta': 2, 'sehatberdampak': 16, 'benerandetox': 2, 'truedetox': 1, 'dietdetox': 3, 'coldpressedjuice': 8, 'detoxjuice': 1, 'dukungpetanilokal': 4, 'jusdetox': 2, 'sugarcrash': 1, 'coldpressedjuicejakartaselatan': 1, 'benerdetox': 1, 'levelupyourwellness': 1, 'detox': 5, 'healthylifestyle': 3, 'healthyfood': 2, 'healthy': 1, 'diet': 1, 'review': 1, 'jusbuahsegar': 1, 'jusbuahjakarta': 1, 'haridokternasional': 1, 'komunitassehat': 1, 'kanker': 1, 'detoxalami': 7, 'juicedetoxjakarta': 3, 'sugarcraving': 1, 'harikankerpayudarasedunia': 1, 'kankerpayudara': 1, 'jusdetoxjakarta': 5, 'rumahharapanindonesia': 1, 'it': 1, 'kolaborasikebaikan': 1, 'anaksehatindonesia': 1, 'dukungkesehatan': 1, 'itsbuah': 2, 'coldpressjuicejakarta': 1, 'defisitkalori': 1, 'jantungsehat': 1, 'detoxjantung': 1, 'hidupsehat': 1, 'detoxifikasi': 1, 'juicedetox': 1, 'haritaninasional': 1, 'strongpilates': 1, 'sehat': 1, 'workout': 1, 'programdetox': 1}",59.0
125955,2775.38,29.6,2.227,0.2318,1,1,0,0,0.0,{},60.0
152416,17785.94,193.13,11.7961,6.5687,10,0,10,0,0.5,"{'naikkelasbarengfriendship': 2, 'mukakw': 1, 'garniermenid': 1, 'skin': 1}",61.0
329849,962.76,11.42,0.2953,2.2696,56,2,50,4,0.304,"{'smartbreast': 1, 'makinpede': 1, 'lawaninsecure': 1, 'menolaktua': 1, 'gym': 1, 'sehat': 1, 'bali': 2, 'baligirl': 1, 'sexy': 1, 'hot': 1, 'safecare': 1, 'minyakangin': 1, 'keticare': 2, 'bodycare': 1, 'pencerahketiak': 1}",62.0
177756,886.26,40.77,0.5215,0.4518,93,38,49,6,3.0,"{'50plus4plusplus': 6, 'iwak': 4, 'ajourneyconcert': 1, 'indonesianwithattitude': 12, '25januari2025': 1, 'a2entertainment': 2, 'tiketdotkom': 1, 'musafirwaktu': 17, 'konseriwak2025': 4, 'ajourney': 7, 'smoothteaser': 1, 'backstagejam': 4, 'kejurnasfutsal': 1, 'musafirindoor': 1, 'musafirkebon': 1, 'iwakconcert': 3, 'hiphop': 3, 'rap': 2, 'concert': 3, 'paultyson': 1, 'miketyson': 1, 'realfighter': 1, 'boxissport': 1, 'notjustbusiness': 1, 'sportdontneedtobescripted': 1, 'saveboxingfromfakeboxer': 1, 'fridayreminder': 1, 'jumatmenyala': 1, 'musafirbelajar': 1, 'musafirgerak': 1, 'fatherdaygift': 1, 'anakperempuan': 2, 'musafirstasioner': 1, 'gusdurquottes': 1, 'musafirmindset': 1, 'peselancarwaktu': 1, 'musafirrima': 1, 'roadto': 3, 'hesthedjimtherapper': 1, 'mindbeyond': 1, 'myteam': 1, 'musafirgarukvinil': 1, 'musafirngamen': 2, 'iwakusuma': 3, 'laguindonesia': 3, 'batman': 3, 'batmankasarung': 3, 'konserindonesia': 2, 'konsermusik': 2, 'roadtosupper': 1, 'rehatsejenak': 1, 'musafirmasukpitstop': 1, 'menolaktua': 1, 'menikmatitua': 1, 'bersamamu': 1, 'haveagoodtime': 1, 'musafirmu': 1, 'musafirpondasisiang': 1, 'roadtomidnitejam': 1, 'musafirsupper': 1, 'sabdasore': 1, 'afternoonrewards': 1, 'musafirapresiasibodisendiri': 1, 'musafirngetanngulon': 1, 'musafirkertaskosong': 1, 'sebuahperjalanan': 4, 'ajourneytotheinnerside': 1, 'musafirmemyselfandi': 1, 'krezi': 1, 'konser': 1, 'musafirmaksi': 1, 'musafirtoiletumum': 1, 'musafirskema': 1, 'musafirberbagi': 1, 'kaluwargi': 1, 'famjam': 1, 'musafirdna': 1, 'funfacts': 1, 'musafirsalahcetak': 1, 'uss': 2, 'musafirguyub': 1, 'gratitude': 1, '54': 1, 'hepijumat': 1, 'mampirngombe': 1, 'selametmenggelinding': 1, 'musafirimajinasi': 1, 'qunxiwak': 1, 'musafirsyle': 1, 'numetal': 1, 'hipmetal': 1, 'tonehead': 1, 'latelunch': 1, 'nasilengko': 1, 'kedirixcirebon': 1, 'musafirdapur': 1, 'roadtoiwakconcert': 1, 'musafirjilatrealita': 1, 'zorrothefrenchie': 1, 'musafirmelek': 1, 'uss2024': 1, 'runinheaven': 1, 'baby': 1, 'bengalcat': 1, 'musafirbocahbulu': 1, 'bekalnarikgerobak': 1, 'musafirjepret': 2, 'musafirsarapan': 1, 'musafirbebersih': 1, 'kiarajanna': 1, 'musafirmerem': 1, 'musafireklektik': 1, 'siapsiapnarikgerobak': 1, 'hepisenin': 1, 'musafirkisah': 1, 'happysunday': 1, 'jokoy': 1, 'comedian': 1, 'standupinbrooklyn': 1, 'biggie': 1, '30yearsandstillrockin': 1, 'ifyoudidntknow': 1, 'nowyouknow': 1, 'psquad': 2, 'neo': 1, 'isinthebuilding': 1, 'musafirgelinding': 1, 'throwamothafokinwayback': 2, 'hepiharijumat': 1, 'duniasuami': 1, 'musafirbertahanhidup': 1, 'belommoveondarikupattahu': 1, 'musafirnyaritahu': 1, 'yangbeliayangceria': 1, 'musafirbumbukacang': 1, 'musafirrepublikmikir': 1, 'blakumuh': 1, 'musafirtandem': 1, 'babaturanlila': 1, 'synchronizefest2024': 1, 'ketributan': 1, 'benyamins': 1, 'mintaduitdong': 1, 'brangbrengbrong': 1, 'dynamicstage': 1, 'musafirbelakangpanggung': 1, 'seberessekolah': 1, 'musafirtematik': 1, 'musafirbauaspal': 1, 'musafirfamjam': 2, 'kupukupukertas': 5, 'thestorybegin': 1, 'wajahgelap': 1, 'ifoundhim': 1, 'rekosostateofmind': 1, 'berdansadengankerakusan': 1, 'roadtostnchronizefest2024': 1, 'musafirsowan': 1, 'dennysiregarproduction': 3, 'maximapictures': 1, 'musafirmestakung': 1, 'fatherandson': 2, 'royalekingpride': 2, 'musafirtembokgraffity': 1, 'dmmt': 1, 'dimanamatamuluttelinga': 1, 'musafirsyukur': 1, 'kupukupukertasfilm': 2, 'kupukupukertasmovie': 2, 'paperbutterfly': 2, 'paperbutterflyfilm': 2, 'filmindonesia': 3, 'bioskopindonesia': 2, 'behindthescene': 1, 'posejenak': 1, 'sebelomgantikostum': 1, 'musafironset': 1, 'kasihmanisbuatkamis': 1, 'musafirkamismanis': 1, 'musafirngangonbocah': 1, 'oxyxzorro': 1, 'musafirdipaksamelek': 1, 'momanddad': 1, 'kiara': 1, 'skyzonecheerleading': 1, 'musafirpinggirlapangan': 1, 'musafirpadatmerayap': 1}",63.0
554708,36991.9,411.89,6.743,6.1449,22,3,12,7,5.227,"{'honeymoon': 3, 'couple': 3, 'korea': 5, 'lovelyrunner': 2, 'familybychoice': 1, 'ì±ë³ìë°°ì°ë': 1, 'imsol': 1, 'sunjae': 1, 'ì ì¬ìê³ íì´': 1, 'travel': 4, 'traveling': 4, 'seoul': 2, 'kl': 1, 'kualalumpur': 2, 'malaysia': 3, 'wyndham': 2, 'wyndhamsuitesklcc': 2, 'hotel': 2, 'stays': 1, 'marriedlife': 1, 'romantic': 1, 'petronastowers': 1, 'petronastwintowers': 1, 'reels': 5, 'explore': 4, 'snowing': 1, 'snow': 1, 'firstsnow': 1, 'winter': 1, 'hotelkualalumpur': 1, 'staycation': 1, 'choijinhyuk': 1, 'fancon': 1, 'fanmeeting': 1, 'aktor': 1, 'actor': 1, 'drakor': 3, 'kdrama': 2, 'fanmeet': 1, 'ctsdk': 1, 'drama': 1, 'cintatakseindahdramakorea': 1, 'ootd': 1, 'outfit': 1, 'fashion': 1, 'style': 1, 'fashioninspo': 1, 'fashioninspiration': 1, 'outfitinspiration': 1, 'outfitideas': 1, 'bernadya': 1, 'untungnya': 1, 'versikorea': 1, 'korean': 2, 'bahasakorea': 2, 'cover': 1, 'songcover': 1, 'untungnyahidupharustetapberjalan': 1, 'ost': 1, 'ostkorea': 1, 'bakor': 2, 'koreanlanguage': 1, 'learningkorean': 1, 'bahasa': 1, 'kuattanpabatas': 1, 'polyglotlife': 1, 'languageispower': 1, 'speaktheworld': 1, 'unlockopportunities': 1, 'seminar2024': 1, 'unidagontor': 1, 'gontorputrikampus3': 1, 'languagelovers': 1, 'culturalexplorer': 1, 'brainboost': 1, 'livemorespeakmore': 1, 'hanbok': 1, 'photography': 1, 'seoulkorea': 1, 'gyeongbokgung': 1}",64.0
880325,4290.5,46.12,0.4926,0.7866,17,1,14,2,1.588,"{'thankyougod': 2, 'happy38thanniversary': 1, 'harylilianatanoesoedibjo': 1, 'loritayoungmua': 1, 'naturalmakeup': 1, 'hollywoodglam': 1, 'glammakeup': 1, 'partymakeup': 1, 'muajakarta': 1, 'muajkt': 1, 'flawless': 1, 'beautymakeup': 1, 'flawlessmakeup': 1, 'softmakeup': 1, 'softmakeuplook': 1, 'softhollywoodmakeup': 1, 'lilianatanoesoedibjo': 1, 'celebration': 2, 'familygathering': 1, 'godisgood': 1, 'godislove': 1, 'anthonyclarissah': 3, 'familydinner': 1}",65.0
124599,2107.77,43.91,1.7269,2.3348,10,0,10,0,0.0,{},66.0
1525710,87768.38,698.93,5.7984,4.8973,40,0,22,18,1.5,"{'ä¸­å½': 4, 'äºå': 2, 'è¥¿åççº³': 1, 'tiongkok': 6, 'yunnan': 3, 'xishuangbanna': 1, 'leonardoedwin': 8, 'thailand': 2, 'myanmar': 2, 'laos': 1, 'goldentriangle': 1, 'asean': 1, 'chiangrai': 1, 'maesai': 1, 'éåº': 1, 'china': 5, 'chongqing': 1, 'è¥¿å®': 1, 'åµé©¬ä¿': 1, 'terracottawarriors': 1, 'inispotifyaku': 1, 'workingwithspotify': 1, 'mmoment': 2, '3nagas': 1, 'mgalleryhotel': 1, 'ä¸½æ±': 1, 'lijiang': 2, 'tigerleapinggorge': 2, 'jadedragonsnowmountain': 1, 'greatwall': 1, 'greatwallofchina': 1, 'bctravelers': 1, 'traveltolive': 1}",67.0
273446,2255.66,73.53,0.8518,1.0644,19,0,17,2,0.895,"{'instakalsel': 13, 'banuafyp': 4}",68.0
227744,159.87,185.76,0.1518,0.0203,15,1,7,7,1.0,"{'outerhijab': 1, 'bajukondangan': 1, 'outfitwisuda': 1, 'wisudastyle': 1, 'kondanganoutfit': 1, 'hijabfashion': 1, 'tangerang': 1, 'olshoptrusted': 1, 'outerwear': 1, 'giveawayindo': 1, 'giveawayalert': 1, 'outerbrukat': 1, 'outertulle': 1, 'outerkekinian': 1, 'racyunshopee': 1}",69.0
245027,688.62,16.91,0.2879,0.0065,1,0,1,0,0.0,{},70.0
702519,35274.13,544.13,5.0985,4.5579,15,2,11,2,0.0,{},71.0
208025,283.11,39.05,0.1549,0.2056,6,1,4,1,2.833,"{'albarkat': 1, 'albarkatcarpets': 1, 'karpetrumah': 1, 'karpetmasjid': 1, 'karpetapartemen': 1, 'karpetkantor': 1, 'karpettebal': 1, 'karpetmewah': 1, 'karpetbagus': 1, 'karpetterbaik': 1, 'karpetvintage': 1, 'karpetminimalis': 1, 'karpetmodern': 1, 'karpetturki': 1, 'karpetiran': 1, 'karpetlembut': 1, 'karpetsutera': 1}",72.0
421419,4323.96,37.22,1.0349,0.6724,27,10,7,10,1.926,"{'skechersindonesia': 1, 'nyamandisteiaplangkah': 1, 'juaranyaceramides': 1, 'cleanselikeaderm': 1, 'supercleanser': 1, 'yslholiday': 1, 'yslbeautyid': 1, 'yslbeauty': 1, 'ocean': 3, 'sea': 2, 'islandgirl': 1, 'islandlife': 3, 'beach': 2, 'surf': 1, 'surfergirl': 1, 'bali': 2, 'summer': 2, 'vibes': 1, 'selflove': 1, 'armanibeautyid': 3, 'armanibeautygala': 1, 'dysonairwrapid': 1, 'apt': 1, 'couple': 1, 'meme': 1, 'jokes': 1, 'jamesonya': 1, 'sunset': 2, 'earth': 2, 'armanimakeup': 1, 'skylovers': 1, 'coffee': 1, 'aw24': 2, 'marksid': 1, 'mymarks': 2, 'autumnbymandslondon': 2, 'mymarksid': 1}",73.0
288732,60790.8,229.3,21.1338,1.3033,1,0,0,1,0.0,{},75.0
355607,3477.24,63.79,0.9958,0.3545,2,0,0,2,3.5,"{'potolawasbangka': 1, 'bangkabelitungisland': 1, 'bangkaisland': 1, 'timah': 1, 'minning': 1, 'bangka': 1, 'potolawas': 1}",76.0
