Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary),Hashtags_Count,Hashtags_Sum,Unnamed: 0
13556,374.7,25.7,2.9537,0.0,0,0,0,0,0.0,-,,,90.0
20769,198.51,10.49,1.0063,0.5824,57,1,55,1,8.386,"{'bandungexplore': 47, 'jelajahbandung': 42, 'bandunghits': 45, 'bandung': 50, 'wisatabandung': 40, 'pesonabandung': 42, 'puncakpangradinan': 1, 'alunalunbandung': 1, 'ciwidey': 10, 'lakalantas': 1, 'tolcipularang': 1, 'infobandung': 5, 'infocipularang': 1, 'sanghyangkenit': 1, 'bandungbanget': 36, 'infobandungselatan': 1, 'banjaran': 1, 'banjir': 1, 'explorebandung': 5, 'kebakaran': 1, 'pabriktekstil': 1, 'baleendah': 1, 'curugbubrug': 1, 'kulinerbandung': 2, 'bandungjuara': 3, 'infobdg': 2, 'indonesia': 2, 'explorejakarta': 2, 'explorejogja': 2, 'visitbandung': 3, 'exploreindonesia': 2, 'bandungkuliner': 2, 'bandungfoodies': 2, 'lembang': 4, 'kulinerbdg': 2, 'cafebandung': 2, 'infobandungraya': 2, 'lokerbandung': 2, 'bandungculinary': 2, 'jakarta': 2, 'bandungtrip': 2, 'explore': 2, 'exploremalang': 2, 'like': 2, 'sewamotorbandung': 2, 'jawabarat': 5, 'rancabali': 1, 'bandungpisan': 2, 'explorelembang': 1, 'bobocabin': 1, 'jabarkekinian': 1, 'kitawarawiri': 1, 'slowliving': 1, 'staycation': 1, 'horison': 1, 'horisonhotels': 1, 'greenforest': 1, 'greenforestbandung': 1, 'jawabaratbeautiful': 2, 'nature': 1, 'infobandungbarat': 1, 'jawabaratbanget': 2, 'jabardaily': 1, 'ayodolan': 2, 'bandungutara': 1, 'kawasanbandungutara': 1, 'perizinan': 1, 'kbu': 1, 'bandungjabar': 1, 'pengalengan': 1, 'sunanibusunrisepoint': 1, 'bogorpisan': 1, 'visitbogor': 1, 'lingkarindonesia': 1, 'enakdisini': 1, 'folkindonesia': 2, 'indozonetravel': 1, 'curugcipanas': 1, 'leuwibaliung': 1, 'kompasnusantara': 1, 'indoflashlight': 1, 'igersociety': 1, 'likeforfollow': 1, 'jabarpisan': 1, 'hellonusantara': 1, 'thisisindonesia': 1, 'enjoybogor': 1, 'a_may': 1, 'keluarbentar': 1, 'wonderfulindonesia': 1, 'awesomeearth': 1, 'theamaystory': 1, 'tebingkeraton': 1, 'jabar': 1, 'gunungsumbul': 1, 'jelajahciwidey': 1, 'ciwideyhits': 1, 'ciwideybandung': 1, 'pesonakabupatenbandung': 1, 'wisatakabupatenbandung': 1, 'pangalengan': 3, 'bandungbarat': 2, 'masjidrayaaljabbar': 1, 'situpatenggang': 2, 'gunungpuntang': 3, 'puncakmalabar': 1, 'thegreatasiaafricalembang': 1, 'puncakmega': 1, 'puncakmega2223mdpl': 1, 'infobandungtimur': 1, 'pasargedebage': 1, 'jabargram': 3, 'lembangwisata': 1, 'orchidforestcikole': 1, 'cikole': 1, 'ciwideyexplore': 1, 'camping': 1, 'jawabaratpunya': 1, 'senjadibandung': 1, 'tamanbunga': 1, 'cihamerang': 1, 'sunrise': 1, 'sunrisebandung': 1}",,,91.0
53513,173.32,25.78,0.3721,0.4071,7,1,3,3,0.0,{},,,92.0
11601,1321.47,10.34,11.4801,0.0,0,0,0,0,0.0,-,,,93.0
13657,937.05,18.73,6.9984,0.0,0,0,0,0,0.0,-,,,94.0
16524,547.15,29.53,3.4899,0.8485,15,0,11,4,0.533,"{'musclegrowth': 1, 'glutes': 1, 'weightlossjourney': 1, 'weightlifting': 1, 'gymlife': 1, 'gym': 1, 'legday': 1, 'gluteworkout': 1}",,,95.0
9941,448.89,7.93,4.5953,0.0,0,0,0,0,0.0,-,,,96.0
97912,2040.73,9.68,2.0941,0.8379,5,0,4,1,6.4,"{'weddingmadiun': 1, 'engagementmadiun': 1, 'weddingponorogo': 1, 'cinematicponorogo': 1, 'engagementvideo': 1, 'videolamaran': 1, 'weddingmagetan': 1, 'dekorasiponorogo': 1, 'muamadiun': 1, 'dekorasimagetan': 1, 'cinematicmadiun': 1, 'weddingclip': 1, 'weddingteaser': 2, 'teasermadiun': 1, 'weddingvidgram': 1, 'wisudamadiun': 1, 'wisudaponorogo': 1, 'lamaranponorogo': 1, 'lamaranmadiun': 1, 'weddingngawi': 1, 'eyelashponorogo': 1, 'nailartponorogo': 1, 'sulamalis': 1, 'sulambibir': 1, 'sulameyeliner': 1, 'sulamalisponorogo': 1, 'lashlift': 1, 'koreanlashlift': 1, 'lipblushponorogo': 1, 'sulamponorogo': 1, 'sulammurahponorogo': 1}",,,97.0
9867,40.38,2.62,0.4358,0.5741,20,2,13,5,10.05,"{'kidstallent': 12, 'artiscilik': 6, 'kidsfashion': 6, 'kidsmodel': 6, 'kidsagencymodel': 6, 'kidstyle': 6, 'modelanakjakarta': 6, 'photoshoot': 6, 'ootd': 6, 'iklan': 6, 'tvc': 6, 'shooting': 6, 'videoviral': 6, 'reelviral': 4, 'videolucu': 8, 'bestie': 6, 'kocak': 4, 'dagelan': 4, 'reels': 7, 'reelsinstagram': 7, 'comingsoon': 1, 'filmlayarlebar': 2, 'mothernet': 2, 'baseid': 1, 'ringgoagus': 1, 'koreanstyle': 1, 'hiphop': 1, 'dance': 1, 'fashionshow': 1, 'tukangngambek': 1, 'rayuangombal': 1, 'gombalvideo': 1, 'lucubanget': 1, 'videokocak': 1, 'brunomars': 1, 'rayu': 1, 'tallent': 1, 'content': 1, 'contentviral': 1, 'gemes': 1, 'paranting': 1, 'ceritadenganayah': 1, 'weekendbarengayah': 1, 'temancerita': 1, 'temancurhat': 1, 'kisahnyata': 2, 'indosiar': 2, 'mkf': 2, 'kisahnyataspesial': 1, 'officelife': 1, 'duniakantor': 2, 'duniakerja': 2, 'duniatiputipu': 2, 'worklife': 2, 'dramakantor': 2, 'dramaperkantoran': 2, 'work': 2, 'komedikantoran': 2, 'parodikantor': 2, 'fyp': 1, 'reelsviral': 1, 'kisahnyataindosiar': 1, 'megakreasiflms': 1, 'megakreasiproduction': 1, 'athafrafisqy': 1, 'sweetmoment': 1, 'momentlucu': 1, 'reelsvideo': 1, 'kompakselalu': 1, 'brother': 1, 'nikmatiproses': 1, 'quoteoftheday': 1, 'selfreminder': 1, 'semuabutuhproses': 1, 'adekkakak': 1, 'sosweetmoments': 1, 'momentsyahdu': 1, 'masakecil': 1, 'obrolankakakadik': 1, 'parenting': 1, 'sayangadek': 1, 'likefatherlikeson': 1, 'kembar': 1}",,,98.0
16024,283.58,5.67,1.8051,5.2043,15,3,6,6,12.333,"{'promo': 10, '1212': 1, 'harbolnas': 2, 'seafood': 12, 'kepitingsumo': 7, 'sumoseafood': 1, 'jakarta': 10, 'bandung': 11, 'food': 9, 'id': 4, 'kuliner': 11, 'hargadiskon': 1, 'giladiskon': 6, 'december': 1, 'endyear': 1, 'oyster': 8, 'kepiting': 4, 'scallop': 1, 'jajan': 2, 'paket': 1, 'giveaway': 4, 'free': 2, 'gratis': 1, 'abalone': 2, 'octopus': 4, 'sannakji': 3, 'salad': 2, 'gurita': 1, 'vote': 1, 'pilkada': 2, '2024': 1, 'foodie': 2, 'pesonaindonesia': 1, 'kulinerjakarta': 2, 'kulinerbandung': 1, 'kulinerbdg': 2, 'traveling': 1, 'travelingindonesia': 1, 'makanankekinian': 1, 'makananhalal': 1, 'makananenak': 1, 'makananhits': 1, 'wisatakuliner': 1, 'wisata': 1, 'bali': 1, 'bandungbanget': 1, 'rajaampat': 1, 'labuanbajo': 1, 'jakartafoodies': 1, 'enjoyjakarta': 1, 'sashimi': 1, 'live': 1, 'korean': 1, 'ga': 3, 'sumo': 2, '11': 1, 'seafoodjakarta': 1, 'japanesegrill': 1, 'kulinerpik': 1, 'bulubabi': 1, 'wagyu': 1, 'pik': 1, 'pantaiindahkapuk': 1, 'payday': 1, 'sale': 1, 'jkt': 1, 'bdg': 1, 'seafiid': 1, 'travel': 2, 'sea': 1, 'diskon': 2, 'jktinfo': 2, 'infobdg': 2, 'jktfoodbang': 2, 'ganjanggenjang': 1, '50': 1, 'foodnotebdg': 1, 'culinary': 1, 'jalan': 1}",,,99.0
71937,2569.31,14.56,3.5919,4.0438,1,0,0,1,31.0,"{'pakefanterra': 1, 'fanterra': 1, 'fanterraracingexhaust': 1, 'knalpotfanterra': 1, 'knalpotbanter': 1, 'knalpotracing': 1, 'knalpotninja': 1, 'knalpotninjarr': 1, 'knalpotninja2tak': 1, 'knalpotninjar': 1, 'knalpotninja150': 1, 'ninjaframestd': 1, 'ninjastd': 1, 'ninjass': 2, 'ninjarr': 1, 'ninjar': 1, 'ninjasunmori': 1, 'ninjarr150': 1, 'ninjarrmodifikasi': 1, 'ninjarrold': 1, 'ninjarrnew': 1, 'ninjarroldlovers': 1, 'ninjarrjarijari': 1, 'ninjarrindonesia': 1, 'ninjassr_indonesia': 1, 'ninjassrthailand': 1, 'ninjass150': 1, 'ninjassrlampung': 1, 'jualknalpotracing': 1, 'jualknalpotninja': 1}",,,100.0
86507,4112.52,21.93,4.779,5.229,21,1,4,16,0.0,{},,,101.0
3565,3260.67,147.67,95.6054,2.6592,5,0,2,3,0.0,{},,,0.0
7965,286.13,6.35,3.6721,5.4572,3,0,0,3,0.0,{},,,1.0
8984,53.44,3.08,0.6291,0.141,3,2,1,0,15.333,"{'coffeeshoptasik': 3, 'kopitasik': 3, 'kopitasikmalaya': 3, 'kedaikopitasik': 3, 'ngopitasik': 3, 'tasikinfo': 3, 'jajantasik': 3, 'eventtasik': 3, 'eventtasikmalaya': 3, 'otjoehcoffee': 3, 'otjoehcoffeemangin': 3, 'otjoehcoffeesutsen': 3, 'livemusictasik': 3, 'livemusiccoffeeshop': 3, 'harisantri2024': 2, 'weddingvenuetasik': 1, 'weddingvendortasik': 1}",,,2.0
3467,220.89,15.93,6.8307,3.1247,3,1,2,0,1.667,"{'mentorbaik': 2, 'investasi': 1, 'investmentale': 2}",,,3.0
2063,183.66,1.99,8.9993,1.5511,1,0,1,0,3.0,"{'fypã·': 1, 'pestivalbandanaira': 1, 'sorotan': 1}",,,4.0
11323,348.36,10.1,3.1658,1.359,8,6,1,1,17.25,"{'drone': 2, 'dronephotography': 6, 'deonevideo': 1, 'dronevideography': 1, 'videocinematic': 1, 'cinematicvideo': 1, 'cinematicphotography': 1, 'aerialphotography': 6, 'aerialvideography': 1, 'karawanghits': 2, 'karawang_kekinian': 1, 'karawanginfo': 1, 'karawangkekinian': 2, 'karawang': 2, 'djiglobal': 3, 'djiindonesia': 4, 'djiphotography': 2, 'djivideography': 1, 'instanusantara': 8, 'instanusantarakarawangbekasi': 6, 'instanusantara1901': 1, 'instanusantarakarawangbekasi1901': 1, 'cika_rangers': 6, 'pohon': 1, 'simplephotography': 1, 'naturalphotography': 1, 'naturalphoto': 1, 'landscapephotography': 6, 'dji': 4, 'instanusantara3258': 1, 'instanusantarakarawangbekasi3258': 1, 'karawangviral': 1, 'dronestagram': 4, 'aerialphoto': 1, 'landscape': 2, 'landscapelovers': 1, 'instanusantara7629': 1, 'instanusantarakarawangbekasi7629': 1, 'lanscapephotography': 1, 'landscape_lovers': 1, 'aerial': 2, 'dronevideo': 1, 'instanusantara2013': 2, 'instanusantarakarawangbekasi2013': 1, 'instanusantarasukabumicianjur': 1, 'instanusantarasukabumicianjur2013': 1, 'landacape': 1, 'landscapers': 1, 'pesawahan': 1, 'pesawahandesa': 1, 'instanusantarajakarta': 1, 'instanusantara5027': 1, 'instanusantarajakarta5027': 1, 'injkt': 1, 'ubsj_268': 1, 'fromabove': 1, 'landsacape': 1, 'aerialnature': 1, 'beento': 1, 'kfconcept': 2, 'instanusantara7313': 1, 'instanusantarakarawangbekasi7313': 1, 'weeklychallangeinkarasi193': 1, 'gigihiu': 2, 'gigihiulampung': 2, 'gigihiukelumbayan': 2, 'landscaper': 2, 'seascape': 2, 'seascapephotography': 2, 'naturephotography': 2, 'pesonaindonesia': 2, 'like': 2, 'likesforlike': 2, 'instanusantara5705': 1, 'instanusantarakarawangbekasi5705': 1, 'inubs_banggain190': 1}",,,5.0
9660,2962.43,12.76,30.7991,6.9979,1,0,0,1,0.0,{},,,6.0
2199,347.3,4.34,15.9909,12.7331,1,0,0,1,0.0,{},,,7.0
2131,91.77,5.86,4.5811,4.045,5,0,2,3,1.4,"{'weeweeweeallthewayhome': 2, 'iamtheacademy': 1, 'blessed': 1, 'fypã·': 1, 'bah': 1, 'croisant': 1}",,,8.0
2007,110.96,2.93,5.6747,0.0,0,0,0,0,0.0,{},,,9.0
2199,11.47,1.09,0.5714,0.0,0,0,0,2,0.0,{},,,10.0
3211,194.28,3.91,6.1722,0.0,0,0,0,0,0.0,{},,,11.0
2971,62.05,0.64,2.11,1.1975,19,19,0,0,20.053,"{'kopinkue': 19, 'kopinkuebali': 19, 'coffeeshopbali': 19, 'balicoffee': 16, 'thebaliguideline': 19, 'explorebali': 19, 'cafebali': 19, 'balicafe': 19, 'southbeachkuta': 19, 'baligardenbeachresort': 19, 'thebaliguru': 19, 'thebalibible': 16, 'aussieinbali': 14, 'brunchmoment': 2, 'balilife': 8, 'kulinerbali': 10, 'infobali': 10, 'bali': 10, 'mustvisitinbali': 14, 'placetovisitinbali': 14, 'balirecommendation': 14, 'cafekuta': 9, 'kutacafe': 2, 'juicebar': 2, 'balijuicebar': 2, 'healthyjuicebali': 2, 'brunchbali': 2, 'balibrunch': 2, 'breakfastbali': 2, 'balibreakfast': 2, 'brekkyinbali': 2, 'delikuta': 2, 'kutafood': 6, 'kutalife': 6, 'baliwithkids': 2, 'baliwithfamily': 2, 'dessertbali': 3, 'cakebali': 3, 'balidessert': 3, 'balicake': 3, 'freshlyroastedcoffee': 2, 'balicoffeeroastery': 2, 'waterbombali': 1, 'baliwaterpark': 1}",,,12.0
2777,168.21,2.0,6.1292,0.0,0,0,0,0,0.0,{},,,13.0
4582,48.89,2.48,1.1212,1.2222,1,0,1,0,4.0,"{'sialinterfoodjakarta': 1, 'fnbexibition': 1, 'sialinterfood': 1, 'sialinterfood2024': 1}",,,14.0
2984,227.39,10.8,7.9821,0.0,0,0,0,0,0.0,{},,,15.0
6308,194.95,0.34,3.096,4.8126,19,10,0,9,0.316,"{'santriplumbon': 4, 'kesaktianpancasila': 1, 'g30spki': 1}",,,16.0
8674,441.78,7.5,5.1796,1.1413,2,0,2,0,0.0,{},,,17.0
7940,55.54,0.42,0.7048,0.1063,50,13,3,34,3.82,"{'art': 36, 'artist': 42, 'seni': 36, 'senilukis': 31, 'seniman': 41, 'diewithasmile': 1, 'workout': 1, 'artcollector': 3}",,,18.0
2948,82.43,10.03,3.1363,4.8847,1,0,1,0,20.0,"{'resepchiapuddingsehat': 1, 'resepdiet': 1, 'weightlossjakarta': 1, 'rendahkalori': 1, 'rendahkaloritingginutrisi': 1, 'dietkenyang': 1, 'sarapansehat': 1, 'polamakansehat': 1, 'pejuangdietsehat': 1, 'caradiet': 1, 'maudiet': 1, 'dietsehat': 1, 'xposeprotein': 1, 'pelangsingalamidanmurah': 1, 'turunbb': 1, 'resepsehat': 1, 'herbalifediet': 1, 'perutkempes': 1, 'menudietsehat': 1, 'dietenak': 1}",,,19.0
4137,175.9,20.29,4.7424,3.0296,3,1,1,1,0.667,"{'whenilookup': 1, 'toddlermom': 1}",,,20.0
4023,52.45,4.89,1.4253,1.305,4,0,3,1,3.25,"{'bogor': 1, 'garasi123': 2, 'jalurpiknik': 1, 'video': 1, 'maenlumpur': 1, 'trabas': 1, 'videoviral': 2, 'gaspoll': 1, 'trabasan': 1, 'halimun': 1, 'enakinaja': 1}",,,21.0
3855,200.11,11.58,5.4912,0.0,0,0,0,0,0.0,{},,,22.0
4118,110.88,3.66,2.7813,2.2827,3,2,0,1,3.333,"{'komododiving': 1, 'divingkomodo': 1, 'divingmauritius': 1, 'mauritiusexplored': 1, 'alpha1': 1, 'ipaphotocontest': 2, 'marinelife': 1, 'photographycontest': 1, 'protectouroceans': 1}",,,23.0
2805,76.63,0.68,2.7562,0.8318,3,0,0,3,1.667,"{'sushihiro': 1, 'sushihiroindonesia': 1, 'museum': 1, 'ullensentalu': 1, 'yogyakarta': 1}",,,24.0
9125,149.64,2.88,1.6714,4.2199,16,0,4,12,0.188,"{'rollteam': 2, 'vinallyputri': 1}",,,25.0
3796,26.27,3.21,0.7766,1.1855,1,0,0,1,0.0,{},,,26.0
7557,922.83,9.69,12.3399,4.0625,1,0,1,0,2.0,"{'ozbreyton': 1, 'bmwe30': 1}",,,27.0
3874,13.67,2.73,0.4235,0.0,0,0,0,0,0.0,{},,,28.0
4560,75.98,3.51,1.7433,2.701,6,0,1,5,13.667,"{'photo': 5, 'photography': 5, 'photoshoot': 5, 'engagement': 1, 'enggagementmakeup': 1, 'enggagementdecoration': 1, 'weddingphotographer': 1, 'weddinginspiration': 1, 'weddingdecor': 1, 'likeforlikes': 4, 'unaaha': 5, 'instagram': 4, 'konawe': 1, 'fotograferkendari': 3, 'weddingreception': 2, 'wedding': 5, 'weddingphotography': 5, 'weddingdress': 4, 'weddingtolaki': 3, 'weddingbusiness': 3, 'tolakines': 3, 'kendari': 4, 'tni': 1, 'tnial': 1, 'tniindonesia': 1, 'weddingvideography': 1, 'cinematography': 1, 'weddingvidgram': 1, 'bridestory': 1, 'weddingjawa': 2, 'photobugcommunity': 1, 'jawa': 1, 'jawaculture': 1, 'fotograferwedding': 1, 'inspirasipernikahan': 1, 'sultra': 1}",,,29.0
2107,143.48,4.19,7.0086,11.4143,2,1,0,1,0.0,{},,,30.0
2953,178.88,5.18,6.233,5.4408,6,0,2,4,4.333,"{'mcaribagus': 6, 'mcresepsipernikahan': 4, 'mcakadresepsi': 2, 'mckotabatu': 5, 'mcmalangraya': 4, 'mcwedding': 1, 'mcengagement': 1, 'mcbatumalang': 1, 'mcmalang': 1, 'mcpernikahan': 1}",,,31.0
4619,7.98,0.86,0.1914,0.184,20,15,1,4,5.8,"{'gmpropertyindonesia': 7, 'teamwork': 5, 'closingtime': 7, 'komisi': 5, 'target': 5, 'reward': 5, 'easyselling': 5, 'transaksi': 5, 'notaris': 5, 'jualbelirumahbandung': 7, 'jualbelisewaproperty': 5, 'listingterbaik': 5, 'ownerbuyer': 5, 'topagent': 5, 'brokerprofesional': 5, 'brokerproperti': 5, 'fun': 2, 'trust': 2, 'success': 2, 'gmproperty': 2, 'topmarketing': 2, 'bestteam': 2, 'workhard': 2, 'worksmart': 2, 'thinksmart': 2, 'bestofthebest': 2, 'konsisten': 2, 'jalaniproses': 2, 'spesialisarea': 2, 'profesionalagent': 2, 'agentpropertybandung': 2}",,,32.0
6219,12.26,0.06,0.198,0.0607,40,11,0,29,2.575,"{'tukangtalangpontianak': 1, 'talangairpontianak': 1, 'tukangbangunanpontianak': 6, 'tukangbangunanmedan': 5, 'tukangplafonmedan': 1, 'tukanggypsummedan': 2, 'tukangplavonmedan': 1, 'tukangbangunanyogya': 1, 'tukanggypsumyogyakarta': 1, 'tukangelektronikmedan': 2, 'tukangservicemesimcucimedan': 1, 'teknisimesincucimedan': 1, 'teknisimesuncucipontianak': 1, 'tukangservicemesincucipontianak': 1, 'tukangelektronikpontianak': 1, 'tukangmesincucipontianak': 1, 'tukangmesincuciyogyakarta': 1, 'tukanglasmedan': 1, 'tukangteralismedan': 1, 'tukangpintubesi': 1, 'pintuteralisbesi': 1, 'tukangbangunanmurahindonesia': 1, 'cucitorenair': 1, 'kurasdancucibakairbawahtanah': 1, 'tukangcucitoren': 1, 'tukangkurasbakair': 1, 'penampunganair': 1, 'tukangbangunanjogja': 4, 'bakpenampunganair': 1, 'torenair': 1, 'tukangkloset': 1, 'perbaikanklosetkamarmandi': 1, 'tukangperbaikantoilet': 2, 'tukangsedotwcpontianak': 3, 'tukangbangunanlampung': 1, 'tukangreklame': 1, 'papaniklan': 1, 'tukangbangunan': 4, 'panelacp': 1, 'interiorbangunan': 1, 'eksteriorgedung': 1, 'tukangbangunanbanjarmasin': 2, 'tukangbangunanbogor': 1, 'tukangbangunansamarinda': 1, 'tukangkusenalumuniumpontianak': 1, 'sekatkacaalumunium': 1, 'tukangkusenalumunium': 2, 'aluminuiumdankaca': 1, 'kusenalumunium': 1, 'tukangbersihbersihyogyakarta': 1, 'tukangtamanyogyakarta': 1, 'tukangtebasrumputyogyakarta': 1, 'tukangvinylmedan': 1, 'tukangkeramik': 1, 'tukangrumahbanjarmasin': 1, 'tukangbangunanbanjarbaru': 1, 'tukangwcpontianak': 1, 'tukangpipapontianak': 2, 'septitanksni': 1, 'tukangacpontianak': 1, 'tukangacgaransipontianak': 1, 'tukangpontianak': 2, 'tukangyogyakarta': 2, 'tukangjabodetabek': 1, 'tukangsamarinda': 1, 'tukangbogor': 1, 'tukangmedan': 1, 'tukanglampung': 1, 'tukanglistrikjogja': 1, 'tukanglistrikpontianak': 3, 'tukanglistrikbergaransi': 1, 'tukanglistrikmedan': 1, 'kitchensetlampung': 1, 'kitchensetpontianak': 1, 'kitchensetyogyakarta': 1, 'tukanglistrikmurah': 1}",,,33.0
1891,487.37,26.77,27.1885,44.6589,2,0,2,0,2.5,"dom': 1, 'wnÄtrza': 1, 'kaszuby': 1, 'urzÄdzaniedomu': 1, 'nowydom': 1}",,,34.0
5529,18.09,0.43,0.3351,0.2904,17,0,0,17,24.471,"{'xiaomi': 1, 'xiaomipoco': 1, 'xiaomipocof5': 1, 'pocof5': 1, 'pocof4pro': 2, 'pocof2pro128gb': 1, 'xiaomipocof2pro': 1, 'snapdragon870': 1, 'pocof4': 1, 'xiaomifan': 1, 'fanxiaomi': 1, 'xiaomibase': 1, 'jualxiaomi': 1, 'jualmi9': 1, 'hpseken': 2, 'hpsecond': 2, 'hpmurah': 2, 'hp2nd': 1, 'hpbandung': 1, 'hpbekas': 2, 'handphonesecond': 2, 'xiaomiindonesia': 1, 'handphoneseken': 2, 'handphone2nd': 1, 'jualbelihp': 5, 'jualbeli': 10, 'barbasestore': 18, 'hpgamingsecond': 1, 'hpmurmer': 1, 'snapdragon7gen2': 1, 'ps4': 4, 'ps4limitededition': 4, 'sonyps4': 3, 'ps4slimwhite': 3, 'ps4slim': 4, 'ps4lunaedition': 3, 'playstation4bekas': 4, 'playstation4': 3, 'playstation4slim': 3, 'playstationdaysofplayedition': 3, 'ps4daysofplay': 3, 'ps4days': 3, 'ps4second': 4, 'ps4bekas': 4, 'ps4murah': 4, 'ps4bandung': 7, 'ps4ori': 3, 'sonyplaystation': 3, 'ps4cuh2006b': 3, 'ps42106a': 3, 'ps41tb': 3, 'playstation41tb': 3, 'playstation4second': 4, 'ps4bekasmulus': 3, 'ps4murahbandung': 3, 'asus': 1, 'asusrogally': 1, 'asusrogallyz1extreme': 1, 'asusrogallyhandheld': 1, 'asusrogallygaming': 1, 'asusrogallyz1': 1, 'asusrogallyz1extremebandung': 1, 'gaminghandheld': 1, 'pcgaming': 1, 'pcportable': 1, 'asusrogallysecond': 1, 'asusrogallybekas': 1, 'asusrogallyz1extremesecond': 1, 'barangbekas': 2, 'barangsecond': 1, 'gaming': 2, 'gamers': 6, 'rogallybekas': 1, 'laptop': 2, 'laptoplenovo': 1, 'notebooklenovo': 1, 'jualbelilaptop': 1, 'laptopideapad': 1, 'lenovoideapad': 1, 'ideapadgaming3': 1, 'ideapadslim3': 1, 'laptopseken': 3, 'laptopsecond': 3, 'laptopbekas': 2, 'laptopmurah': 1, 'notebooksecond': 1, 'notebookbekas': 2, 'notebookseken': 1, 'barbase': 3, 'gadget': 4, 'laptopbandung': 2, 'nintendoswitch': 4, 'nintendoswitchofw': 3, 'switch': 4, 'joycon': 4, 'sxpro': 4, 'nintendocfw': 4, 'nintendobdg': 4, 'jualnintendo': 4, 'nintendoswitchcfw': 4, 'nintendoswitchbandung': 4, 'nintendoswitchseken': 4, 'nintendoswitchbekas': 4, 'nintendoswitchsecond': 4, 'nintendoswitchmurah': 4, 'nintendoswitchbajakan': 4, 'nintendoswitchsxpro': 4, 'switchmurmer': 4, 'switchbandung': 4, 'handledconsole': 4, 'switchconsole': 4, 'gamehandledmurahbanget': 4, 'bandung': 4, 'ps4fat': 1, 'ps4fullgame': 1, 'ps4pro': 1, 'ps4seken': 1, 'playstation4seken': 1, 'ps4hen': 3, 'playstation4hen': 2, 'playstation4callofduty': 1, 'ps4callofduty': 1, 'console': 1, 'rare': 1, 'ps4cuh1000': 1, 'plastation4hen': 1, 'nintendoswitchlite': 1, 'switchlite': 1, 'fifa2020': 1, 'losesphear': 1, 'notebook': 1, 'laptopdell': 1, 'notebookdell': 1, 'laptoptouchscreen': 1, 'laptopdell5000series': 1, 'dell5000series': 1, 'laptopoffice': 1, 'laptopkuliah': 1, 'laptopgaming': 1, 'dellnotebook': 1, 'laptopsecondmurah': 1, 'tv': 1, 'tvled': 1, 'ledtv': 1, 'television': 1, 'sharp': 1, 'tvsharp': 1, 'sharptv': 1, 'sharptvled': 1, 'tvmurah': 1, 'tvsecond': 1, 'tvbaru': 1, 'jualtv': 1, 'tvledsharp': 1, 'sharpledtvmurah': 1, 'tvandroid': 1, 'androidtv': 1, 'googletv': 1, 'tvgoogle': 1, 'netflix': 1, 'primevideo': 1, 'ledtvsharp32inc': 1, 'iwatch': 1, 'applewatch': 1, 'applewatchse': 1, 'iwatchse': 1, 'iwatchgen6': 1, 'applewatchgense': 1, 'applewatch6': 2, 'applewatchbandung': 1, 'applewatchmurah': 1, 'applewatchseriesse': 1, 'applewatchspecialedition': 1, 'jamdigital': 1, 'jammurah': 1, 'iwatchsecond': 1, 'iwatchmurah': 1, 'iwatchspecialedition': 1, 'iwatchindonesia': 1, 'apple': 1, 'iwatchbandung': 1, 'jualbelibandung': 1, 'jualjambandung': 1, 'applewatchseries6': 1, 'applewatchmurahbandung': 1, 'iphone': 1, 'iphone11': 1, 'iphone11pro': 1, 'iphone11promax': 1, '11pro': 1, '11promax': 1, 'instagood': 1, 'jualhp': 1, 'jualhandphone': 1, 'jualbelihandphone': 1, 'handphonemurah': 1, 'handphonebekas': 1, 'jualbeliphone': 1, 'barangmurah': 1, 'iphonemurah': 1, 'iphonebandung': 1, 'iphone11promaxibox': 1, 'headset': 1, 'earphone': 1, 'headsetgaming': 1, 'hyperx': 1, 'hyperxcloud': 1, 'gamingheadset': 1, 'gamingearphone': 1, 'headsetbekas': 1, 'headsetgamingbekas': 1, 'headsetsecond': 1, 'headsetgamingsecond': 1, 'headsetmurah': 1, 'headsetterbaik': 1, 'gamingheadsets': 1, 'keyboard': 1, 'keyboardgaming': 1, 'keyboardgamingmurah': 1, 'logitech': 1, 'keyboardlogitech': 1, 'logitechg512': 1, 'logitechg512carbon': 1, 'keyboardgamingseken': 1, 'keyboardgamingbekas': 1, 'keyboardgamingsecond': 1, 'logitechg512second': 1, 'logitechg512bekas': 1}",,,35.0
