Followers,Average_Likes,Average_Comments,Average_Engagement_Rate,Engagement_Rate_(60_Days),Posting_frequency_(last_60_days),Posts_(image),Posts_(videos),Posts_(carousel),Average_Hashtags_/_Post_(60_Days),Hashtags_(dictionary)
106781,1272.8,339.16,1.5096,3.8594,125,0,121,4,9.704,"{'everydaysushiyay': 1, 'sushi9k': 1, 'sushilmeter': 1, 'sushiviral': 1, 'sushisatumeter': 1, 'sushigratis': 1, 'kulinersurabaya': 59, 'asiknyakuliner': 61, 'serunyakuliner': 59, 'promosurabaya': 23, 'diskonsurabaya': 10, 'hampersbabi': 1, 'hampersbabisurabaya': 1, 'porkricetartsurabaya': 1, 'hampersmiebabi': 1, 'hampersmiebabisurabaya': 1, 'tumpengbabisurabaya': 1, 'nasihaninansurabaya': 1, 'ricetartsurabaya': 1, 'mamariahampers2024': 2, 'noodletartsurabaya': 1, 'mamahebatanaksehat': 1, 'mellegreen': 1, 'bapeexpo': 1, 'bape': 1, 'pakuwontradecenter': 4, 'mellegreenfood': 1, 'penambahnafsumakan': 1, 'makanansehat': 1, 'heavenscent': 1, 'heavenscentperfumery': 1, 'parfum': 1, 'parfummurah': 1, 'tunjunganplaza': 3, 'customparfum': 1, 'ayampahlawannusantara': 1, 'ayamgoreng': 2, 'ayamgorengsurabaya': 1, 'ayamborobudur': 1, 'bebekgoreng': 1, 'nastar': 1, 'nastarpremium': 1, 'nastartaiwan': 1, 'nastartaiwanhomemade': 1, 'nastartaiwanenak': 1, 'premiumhampers': 1, 'hampersnatal': 2, 'hampersimlek': 1, 'hampersnatalsurabaya': 1, 'bazaarsurabaya': 2, 'bazzariaexperience': 1, 'kulinernusantara': 3, 'kulinerkakilima': 1, 'eventsurabaya': 15, 'amitofoshupi': 1, 'amitofoplush': 1, 'bonekabuddha': 1, 'plush': 1, 'buddha': 1, 'blindbox': 3, 'unboxingblindbox': 1, 'unboxingbox': 1, 'asmr': 1, 'asmrblindbox': 1, 'semuaadatiketnya': 1, 'sobattiket': 1, 'tongtji': 1, 'tongtjiteahouse': 1, 'masakanindonesia': 1, 'makananindonesia': 2, 'teh': 1, 'packagingpremium': 1, 'totalgraphicspackaging': 1, 'packagingsurabaya': 1, 'surabayaboxes': 1, 'christmasbox': 1, 'christmastdesign': 1, 'cutehampers': 1, 'hampersideas': 1, 'surabayacakebox': 1, 'surabayapackaging': 1, 'suplierpackaging': 2, 'boxmurah': 1, 'boxnatalmurah': 1, 'custombox': 1, 'jualboxmurah': 1, 'suplierbox': 1, 'bangkokcrab': 1, 'thailandresto': 1, 'thailandfood': 1, 'restothailand': 1, 'padthai': 1, 'fourfaces': 1, 'fourfacesbuddha': 1, 'fourfacesbrahma': 1, 'bangkok': 2, 'bangkokthailand': 1, 'erawan': 2, 'erawanshrinebangkok': 1, 'erawanbangkok': 1, 'mamariabangkok': 1, 'erawanshrine': 1, 'bakkee': 1, 'pastrymalaysia': 1, 'pastry': 1, 'kopitiam': 5, 'kopitiamsurabaya': 2, 'bakkeesurabaya': 1, 'eegtart': 1, 'dapur': 2, 'diceinterior': 2, 'interiordesign': 2, 'dice': 2, 'homedecoration': 2, 'homeinterior': 2, 'homedecor': 2, 'interior': 2, 'solusidapur': 2, 'chaoshanpalace': 1, 'chaoshan': 1, 'masakanchina': 1, 'chineserestaurant': 2, 'liveseafood': 1, 'shuyi': 1, 'shuyigrassjelly': 1, 'grassjelly': 1, 'surabayakuliner': 1, 'pakuwoncitymall3': 2, 'shuyisurabaya': 1, 'mansionnine': 1, 'lightinggarden': 1, 'perumahangresik': 1, 'perumahan': 2, 'perumahanminimalis': 1, 'rumahminimalis': 1, 'investasirumah': 2, 'property': 1, 'propertymurah': 1, 'perumahansurabaya': 3, 'jawapos': 1, 'luminaire': 3, 'aestheticclinic': 1, 'eventkesehatan': 1, 'klinikkecantikan': 4, 'klinikkecantikansurabaya': 3, 'healthandlifestyleexpo': 1, 'rumahkatunsurabaya': 1, 'bajukiloan': 1, 'bajubayikiloan': 1, 'rumahkatun': 1, 'bajunewborn': 1, 'perlengkapanbayi': 2, 'bajumurahsurabaya': 1, 'bajumurah': 1, 'bajuanak': 1, 'perlengkapanbayimurah': 1, 'aksesorisbayi': 1, 'checkup': 1, 'prodia': 1, 'prodiahealthycare': 1, 'vitaminc': 1, 'medicalcheckup': 1, 'prodialab': 1, 'pemeriksaankesehatan': 1, 'adelleuniverse': 1, 'adellejewellery': 2, 'anniversaryadellejewellery': 2, 'moncherie': 2, 'adelle11thanniversary': 2, 'pinkdiamond': 2, 'dextonblindbox': 2, 'tokoperhiasan': 2, 'cincinberlian': 2, 'galaxymallsurabaya': 3, 'thecoolauthority': 1, 'bajudingin': 1, 'winterfashion': 1, 'winteroutfit': 1, 'persiapankeluarnegri': 1, 'wintercollection': 1, 'coldwear': 1, 'coldwearindonesia': 1, 'winterclothes': 1, 'longjohns': 1, 'cashmere': 1, 'coldwearsg': 1, 'penyetanlaukpauk': 1, 'sarapanmurah': 1, 'menusarapan': 1, 'anekapenyetan': 1, 'penyetansurabaya': 1, 'ribsanddips': 1, 'theribsanddips': 1, 'pork': 3, 'porksurabaya': 1, 'ribsanddipscitraland': 1, 'nonhalal': 2, 'mamariajakarta': 3, 'kulineralamsutera': 1, 'mamariaalamsutera': 1, 'streetfood': 3, 'kuliner': 1, 'linorecoffeebar': 1, 'wheretogo': 1, 'jajanan': 1, 'kulinerjakarta': 5, 'warteg': 1, 'nasicampurmurah': 1, 'idemakanpagi': 1, 'aromapadang': 1, 'nasipadang': 1, 'sotopadang': 1, 'satepadang': 1, 'rendang': 1, 'nasirendang': 1, 'bandarajuanda': 1, 'bandarajuandat1': 1, 'terminalsatubandarajuanda': 1, 'christyng': 1, 'christyngbag': 1, 'christyngshoes': 1, 'christyngmalaysia': 1, 'viral': 1, 'viralbag': 1, 'bagviral': 1, 'fashiontrends': 1, 'viralbags': 1, 'viralbagsmalaysia': 1, 'malaysianbrand': 1, 'malaysiabag': 1, 'malaysiatrending': 1, 'christyngforall': 1, 'dafarestaurant': 1, 'freshseafood': 2, 'chinesefood': 1, 'seafood': 1, 'ikankerapusteam': 1, 'restaurant': 1, 'chineserestaurantjakarta': 1, 'muarakarang': 1, 'pluit': 1, 'pluitmuarakarang': 1, 'bakmippkm': 1, 'bakmisurabaya': 1, 'miekuahbabi': 1, 'nasibabirica': 1, 'bakmiviral': 1, 'bakmippkmsurabaya': 1, 'doesoenroti': 1, 'rotienak': 1, 'tokoroti': 1, 'tokorotisurabaya': 1, 'anakroti': 1, 'rotimurah': 1, 'tokorotimurah': 1, 'rotimurahsurabaya': 1, 'mamariamalaysia': 3, 'mamariakualalumpur': 2, 'miyazakiwagyu': 1, 'miyazakiwagyua5': 1, 'wagyubeef': 1, 'wagyu': 1, 'wagyua5': 1, 'kulinerkualalumpur': 2, 'ayce': 1, 'finedining': 2, 'premiumbeef': 1, 'kulinermalaysia': 1, 'beeflovers': 1, 'sirowallpaper': 1, 'interiorrumah': 1, 'wallpaperdinding': 1, 'wpcwallpanel': 1, 'kasurmurah': 3, 'promokasur': 2, 'designinterior': 2, 'furnituresurabaya': 1, 'sirosurabaya': 1, 'pvcwallpanel': 1, 'furdayfunday': 1, 'doglovers': 1, 'bazaaranjing': 1, 'dogloverssurabaya': 1, 'anabul': 1, 'bazaaranjinglucu': 1, 'tbmo': 1, 'tbmosurabaya': 1, 'tbmosaklusin': 1, 'adozenyearsoftbmo': 1, 'tbmosidoarjo': 1, 'tokobukuonline': 1, 'tokobukusurabaya': 1, 'alattulis': 1, 'alattulismurah': 2, 'tokoserbaada': 1, 'tokoalattulis': 1, 'atkmurah': 1, 'tokobukumurah': 1, 'tokobukumurahonline': 1, 'warungtrisnogandoel': 1, 'nasigandoel': 1, 'nasipecel': 1, 'sotokudus': 1, 'makanpagisurabaya': 1, 'breakfastsurabaya': 1, 'makanpagimurah': 1, 'kulinersurabayatimur': 1, 'asiong': 1, 'kwetiasirammedan': 1, 'makananmedan': 1, 'kayaroma': 1, 'nasitimbel': 1, 'penyetan': 1, 'luminaireclinic': 2, 'clinicaesthetic': 2, 'collagenbooster': 1, 'luminairecollagenbooster': 1, 'klinikkecantikantrusted': 2, 'antikeriput': 2, 'dumpbao': 1, 'restotaiwan': 1, 'makanantaiwam': 1, 'bakpao': 1, 'dumpbaogwalk': 1, 'gwalkcitraland': 1, 'packagingnatal': 1, 'boxnatal': 1, 'boxmika': 1, 'boxmikanatal': 1, 'edisicristmast': 1, 'packaging': 1, 'dusnatal': 1, 'tokoplastik': 1, 'tokopackaging': 1, 'tokoplastiksurabayatimur': 1, 'tokopackagingsurabayatimur': 1, 'hiasancristmast': 1, 'toppernatal': 1, 'stickernatal': 1, 'hiddengem': 2, 'kulinerhalal': 1, 'depottunjuk': 1, 'depottunjukmedan': 1, 'kedaitunjukmedan': 1, 'depotsurabayabarat': 1, 'hokowhainankopitiam': 1, 'hokowkopitiamkl': 1, 'kopitiamviral': 1, 'kulinerviral': 3, 'andylau': 1, 'liudehua': 1, 'andylauconcert': 1, 'liudehua???': 1, 'liudehuaconcert': 1, 'kualalumpur': 2, 'musicconcert': 1, 'concert': 1, '???': 1, 'bumbeecollection': 1, 'adeklalababyshop': 1, 'tokoperlengkapanbayi': 1, 'blanketonthego': 1, 'bumbee': 1, 'bedcoverset': 1, 'kadobayi': 1, 'rumahmurah': 2, 'baratnyasurabaya': 1, 'konigproperty': 2, 'propertysurabaya': 2, 'jualrumahsurabaya': 1, 'inforumah': 1, 'hunianmillenial': 1, 'millenniahills': 1, 'millenniahillsbyjade': 1, 'thefavoredone': 1, 'mealaction': 1, 'fiber': 1, 'diet': 1, 'tipsdiet': 1, 'tipskurus': 1, 'cerealpowderdrink': 1, 'powderdrink': 1, 'healthylife': 1, 'healthydrink': 1, 'dietsehat': 1, 'minumanserat': 1, 'minumanpenggantimakan': 1, 'kedaiciamso': 1, 'kopitiam24jam': 1, 'exploresurabaya': 1, 'kopibutter': 1, 'kayatoast': 1, 'tempatnongkrong': 1, 'nongkrongsurabaya': 1, 'cafehits': 1, 'rondejahe': 1, 'rondejahealkateri': 1, 'rondealkateri': 1, 'rondeviral': 1, 'rondeenak': 1, 'rondepedas': 1, 'rondekuahjahe': 1, 'rondemantap': 1, 'rondesurabaya': 1, 'sltg': 1, 'sltgsurabaya': 1, 'chickensaltedegg': 1, 'saltedegg': 1, 'mybca': 1, 'mybcatraktirkopi': 1, 'coffeeday': 1, 'coffeetoffee': 1, 'spikuhati': 1, 'oleholehsurabaya': 2, 'spikusurabaya': 2, 'spikulove': 1, 'spikuenak': 1, 'spikuenaksurabaya': 1, 'spikurumahroti': 1, 'spikurumahrotisurabaya': 1, 'bellatower': 1, 'apartementsurabaya': 1, 'bellaapartement': 1, 'pakuwoncity': 1, 'bellapakuwoncitysurabaya': 1, 'kurniaseafood': 1, 'restaurantseafood': 1, 'seafoodmurah': 2}"
691951,31826.78,153.19,4.6217,3.9923,23,3,2,18,0.043,{'katespade': 1}
133894,21116.71,35.64,15.7978,35.5572,10,2,0,8,0.0,{}
486123,2797.98,9.82,0.5776,18.2738,33,2,18,13,0.242,"{'limitlessbeauty': 1, 'wearefpj': 1, 'marlenebdayrocktheboat': 2, 'pondsmiracleshappen': 1, 'miracleshappen': 1, 'pondsid': 1, 'embryolisseindonesia': 1}"
1082517,24366.0,264.28,2.2753,2.3241,4,0,1,3,1.25,"{'ootd': 1, 'outfit': 1, 'outfitinspiration': 1, 'drama': 1, 'relate': 1}"
166036,4197.46,32.57,2.5477,13.8615,44,7,20,17,2.977,"{'pssi': 2, 'timnasindonesia': 2, 'timnasday': 2, 'indonesia': 1, 'marselinoferdinan': 1, 'athallanaufal': 1, 'wonghangtailor': 33, 'febbyajatan': 5, 'jonathanwongso': 17, 'febbyrastanty': 5, 'iconicloveformitzi': 10, 'anthonyginting': 10, 'badminton': 9, 'bulutangkis': 8, 'kentcelamanya': 3, 'bygidwinata': 1, 'devinitelycindy': 2, 'terimakasihpakjokowi': 1, 'brandonkent': 1, 'cindyyuvia': 2, 'verrelbramasta': 2, 'dprri': 3, 'verrellbramasta': 2, 'anggotadpr': 1, 'rianardianto': 2, 'ribkasugiarto': 2, 'doktermedok': 1, 'mordenteam': 1, 'mordenclayton': 1}"
142848,4428.23,110.53,3.1773,2.5917,12,1,0,11,2.167,"{'charmdaunsirihnight': 1, 'byebyebausampaipagi': 1, 'ivfsuccess': 1, 'ivfdiary': 2, 'focalskin': 1, 'focalskinid': 1, 'focalskincare': 1, 'brightbalance': 1, '3in1': 1, 'waterymoisturizer': 1, 'focalskinfacialwash': 1, 'porefying': 1, '1swipecover': 1, 'skintificpowderfoundation': 1, 'ujilabsig': 1, 'pencerahketiak': 1, 'ketiak': 1, 'pemutihketiak': 1, 'undearm': 1, 'brighty': 1, 'doubleuvprotected': 1, 'morningroutine': 1, 'selfcare': 1, 'couqutte': 1, 'aesthetic': 1}"
126634,688.57,9.8,0.5515,0.2974,14,2,7,5,0.0,{}
152054,11089.45,83.51,7.348,130.5895,2,0,2,0,0.0,{}
278038,6403.96,63.52,2.3261,9.911,13,1,6,6,2.769,"{'queenherbs': 1, 'momcaresid': 1, 'girlzone': 1, 'payudaraituanugerah': 1, 'payudaraitudirawat': 1, 'pembesarpayudara': 1, 'nikensalim': 1, 'payudaraherbal': 1, 'kesayanganbunda': 1, 'olshop': 1, 'asi': 1, 'bankasi': 1, 'fullbra': 1, 'payudara': 1, 'cupbra': 1, 'payudarabesar': 1, 'payudarasehat': 1, 'payudaraindah': 1, 'konsultasiyuk': 1, 'asiibu': 1, 'pompaasi': 1, 'jakarta': 1, 'jakartaselatan': 1, 'kemang': 1, 'payudararemaja': 1, 'payudaramontok': 1, 'payudarawanita': 1, 'yesnow': 1, 'ayusinjai': 1, 'prj': 1, 'prj2024': 1, 'pekanrayajatim': 1, 'eventsurabaya': 1, 'infosurabaya': 1, 'surabaya': 1, 'areksuroboyo': 1}"
140119,4841.2,89.08,3.5186,14.7466,193,0,193,0,6.658,"{'reels': 186, 'kampung': 163, 'tempoedoeloe': 4, 'kampungsunda': 131, 'suasanakampung': 171, 'ramadhan': 9, 'vibesramadhan': 8, 'hujan': 28, 'kehidupan': 31, 'pedesaan': 105, 'suasanapedesaan': 76, 'makanan': 7, 'botram': 1, 'lotengviral': 9, 'puasa': 2, 'tempodoeloe': 3, 'bakso': 14, 'baksoviral': 18, 'pedagangkeliling': 13, 'jajanankampung': 16, 'petani': 2, 'tuang': 1, 'sawah': 12, 'masakecil': 16, 'pulangsekolah': 1, 'lebaran': 9, 'makan': 6, 'ngariung': 1, 'tradisional': 5, 'kearifanlokal': 2, 'garutselatan': 21, 'jawabarat': 37, 'macul': 2, 'nostalgia': 26, 'banjarwangi': 14, 'rumah': 5, 'baksotahu': 1, 'garut': 3, 'penjualbakso': 1, 'tempodulu': 13, 'nikmat': 1, 'ngopi': 6, 'vibeshujan': 4, 'bahagia': 1, 'mainbola': 1, 'tempatngopi': 2, 'warungkopi': 1, 'pemandangan': 1, 'vibeskampung': 1, 'zamandoeloe': 2, 'nongkrong': 1, 'terasrumah': 1, 'jamandulu': 10, 'kabut': 2, 'desaindah': 5, 'villa': 1, 'hariraya': 1, 'kampunghalaman': 1, 'ngaliwet': 1, 'desa': 1, 'magrib': 1, 'masak': 1, 'hajatan': 1, 'reviewmakanan': 1, 'stretfood': 3, 'ramadhan2025': 8, 'masasekolah': 1, 'food': 1, 'takbiran': 3, 'saung': 5, 'lagusunda': 2, 'kampungindah': 2, 'streetfood': 1, 'liliwetan': 4, 'hidupdidesa': 2, 'yomartbanjarwangi': 1, 'kabayan': 2, 'idulfitri': 2, 'tahun90an': 1, 'kopiluwak': 1, 'malam': 1, 'tempoedulu': 1, 'suasnakampung': 1, 'iklanrctithn90an': 1, 'pesawahan': 1, 'rumahidaman': 1, 'orangdesa': 1, 'deikhsan': 4, 'pedagangviral': 1, 'jualan': 1, 'sunda': 1, 'luwakwhitekoffie': 1, 'sungai': 2, 'pepelingsunda': 2, 'metis': 1, 'rujak': 1, 'lembursawah': 1, 'jalanviral': 1, 'rumahtradisional': 1, 'ramadan': 1}"
533586,245758.03,579.72,46.1665,82.8465,8,0,5,3,0.25,"{'allahumabarik': 1, 'masyaallahtabarakallah': 1}"
196858,15399.31,140.1,7.8937,36.5079,54,0,43,11,0.093,"{'tumbuhlebihbaik': 1, 'tropeebebe': 1, 'asibooster': 1, 'asiboosterterbaik': 1, 'asiboosterreviewjujur': 1}"
121230,5252.32,93.2,4.4094,47.4114,37,10,25,2,0.784,"{'doapelunashutang': 1, 'inspirasiislam': 1, 'motivasihidup': 1, 'doaharian': 1, 'rezekihalal': 1, 'islamicquotes': 1, 'ducati': 1, 'ducatimonster': 1, 'layoff': 1, 'phk': 1, 'kerja': 1, 'lowongan': 1, 'badai': 1, 'semangat': 1, 'doa': 1, 'kalaam': 1, 'nabawitv': 1, 'podcast': 1, 'ariekuntung': 1, 'sharing': 1, 'hijrah': 1, 'islam': 1, 'cinta': 1, 'inspirasi': 1, 'rodadakwah': 1, 'svxberkemas': 1, 'jumat': 1, 'friday': 1, 'tgif': 1}"
367332,8074.91,53.62,2.2129,6.7145,16,2,9,5,0.0,{}
122191,7664.49,97.22,6.3521,19.1029,21,1,20,0,2.714,"{'clorismen': 2, 'skincarecowok': 2, 'skincarepria': 2, 'menscare': 2, 'fyp': 16, 'drama': 14, 'lucu': 10, 'lc': 1, 'pov': 1, 'pasutri': 1, 'michat': 3, 'sad': 1, 'vadelbadjideh': 1, 'lolly': 1}"
458731,8584.45,104.11,1.894,3.4882,34,0,32,2,0.441,"{'relatable': 1, 'funny': 1, 'beautybeginswithin': 1, 'putihtanpasuntik': 1, 'susukudaliar': 1, 'susukudasumbagold': 1, 'jele': 1, 'mulaidenganjele': 1, 'hidupsehatjele': 1, 'wacoaltravelbra': 1, 'spacesaver': 1, 'mrwunderwear': 1, 'wacoalindonesia': 1, 'myoilum': 1, 'thedryskinexpert': 1}"
209524,12834.56,405.06,6.3189,6.8778,92,2,88,2,0.076,"{'terapiparti': 2, 'pasienterapi': 1, 'beranilewatibatas': 1, 'spaylaterbayarqris': 1, 'dance': 1, 'fyp': 1}"
259723,4476.24,40.97,1.7392,2.79,15,4,2,9,0.0,{}
158476,37567.58,92.81,23.7641,13.5783,26,0,25,1,3.846,"{'reels': 25, 'reelsinstagram': 25, 'fyp': 25, 'fyp?': 23, 'core': 1, 'couple': 1}"
494926,13964.61,273.22,2.8768,2.6377,44,2,35,7,0.955,"{'jangancemburu': 35, 'studyincanadafair2024': 1, 'studyincanada': 1, 'explorecanada': 1, 'ceiindonesia': 1, 'nabatixalfamart': 1, 'aespaonrichocoland': 1, 'kellykorea': 1}"
105714,4377.02,194.69,4.3246,0.4821,5,0,0,5,0.0,{}
316520,2783.6,64.69,0.8999,0.2373,30,5,5,20,0.0,{}
201804,42572.97,548.62,21.3681,35.2228,39,1,38,0,0.128,"{'semuapastibisangaji': 1, 'ngajiai': 1, 'aplikasingaji': 1, 'aplikasibelajarngaji': 1, 'belajarngaji': 1}"
179257,3965.03,23.46,2.225,1.143,20,0,13,7,1.25,"{'valia': 2, 'valiacream': 2, 'valiacreamofficial': 1, 'dermaexpressaja': 1, 'suamiistri': 2, 'menikah': 1, 'sutralubricant': 1, 'makinbasahmakinmesra': 1, 'staycation': 3, 'bali': 3, 'kuta': 3, 'hotel': 3, 'malamjumat': 1, 'dinasmalam': 1}"
891475,81292.25,455.14,9.1699,10.8725,22,1,20,1,0.045,{'promoguncangtokopedia': 1}
1033936,60065.52,361.62,5.8444,5.0651,248,0,247,1,1.194,"{'pilihyang100': 1, 'crystalofthesea': 10, 'cemilan': 12, 'resep': 11, 'reseprumahan': 14, 'resepmasakan': 13, 'resepmudah': 12, 'resepnusantara': 10, 'resepkue': 5, 'reseplezat': 9, 'masakan': 9, 'masakanrumahan': 14, 'masakansederhana': 11, 'masakanindonesia': 9, 'masakanrumah': 9, 'hidupmanistanpagula': 2, 'feelgood': 1, 'sweetea': 1, 'taburgizitaburcrytsal': 3, 'cemilansehat': 6, 'meximalkankreasimu': 1, 'ptjayafermex': 1, 'roschel': 2, 'roschelhome': 2, 'roschenowcooking': 2, 'roschelbahagiaku': 2, 'homemadebread': 1, 'sausagebread': 1, 'bakinglovers': 1, 'rotiempuk': 1, 'enaknyapakebango': 2, 'lapakkamilaris': 1, 'aspraid': 2, 'kemasanpraktis': 1, 'packagingplastik': 1, 'kemasanmakanan': 1, 'kemasanaman': 1, 'usaharumahan': 1, 'smatt': 2, 'smattlunchbox': 2, 'izisoup': 1, 'takeitizi': 1, 'seaweed': 1, 'bekasluka': 1, 'ruam': 1, 'penghilangbekasluka': 1, 'creambekasluka': 1, 'creamgatal': 1, 'penghilanggatal': 1, 'creamiritasi': 1, 'pertolonganpertama': 1, 'ciaraindonesia': 2, 'colattarumahan': 1, 'kebahagiaandaricokelat': 1, 'chickenbbq': 2, 'bumbuverdespices': 2, 'sehattanpapengawet': 2, 'makanbergizi': 2, 'koreanbbq': 2, 'taburinaja': 2, 'taburgizitaburcrystal': 4, 'crystalxpinkfongbebefinn': 1, 'berikancrystal': 1, 'guiltyfreesnack': 1, 'pinkfongbebefinn': 1, 'kimbo': 1, 'berbaginikmat': 1, 'bikinsemuahappy': 1, 'kimbogoldplus': 1, 'kimboserbaguna': 1, 'selaludisamyang': 1, 'bumbukitchen': 1, 'idejualan': 1, 'masakmasak': 1, 'masakmudah': 1, 'masaksendiri': 1, 'masakenak': 1, 'resepsederhana': 2, 'resepyummy': 1, 'basreng': 1, 'cooktobersale': 1, 'joilfoodchopper': 1, 'masak': 1, 'joilbersamakita': 1, 'pisau': 1, 'chopper': 1, 'cooking': 1, 'freshanchovies': 2, 'ikanterisehat': 2, 'camilanbergizi': 2, 'makanansehat': 2, 'naturaldeodorant': 1, 'deodorant': 1, 'underarm': 1, 'masakanseharihari': 1, 'makananenak': 1, 'kulinernusantara': 1, 'doyanmakan': 1, 'fiestareadytogo': 1, 'primafreshmart': 1, 'ultramember': 1, 'promoharian': 1, 'sehat': 1, 'reseppraktis': 1, 'masakansehat': 1, 'resepsayur': 1, 'resepnutrisi': 1, 'banggapakaistein': 2, 'steincookware': 1, 'rosepan': 1, 'panciantilengket': 1, 'aicookeasy': 2, 'airfryer': 2, 'rekomendasiairfryer': 2, 'masakpintar': 2, 'aifryer': 2, 'lesseffortthatsmito': 2, 'canggihnyamito': 2, 'mito': 2, 'moorlifepilihanku': 1, 'minumansimple': 1, 'minuman': 1}"
433472,10457.08,187.74,2.4557,2.5153,114,0,114,0,4.132,"{'ideusaha': 28, 'idebisnis': 25, 'idejualan': 90, 'food': 107, 'foodie': 106, 'kuliner': 98, 'stretfood': 10, 'idejulan': 1, 'streetfood': 1, 'fiod': 1, 'javaslim': 1, 'diet': 1, 'sehat': 1, 'idejuan': 1}"
181823,1974.59,47.97,1.1124,4.884,25,0,23,2,0.32,"{'lumayankencang': 1, 'mybirthday': 1, 'meenabeauty': 1, 'radiantrenewal': 1, 'superstayfoundationtransferproof': 1, 'superviralantitransfer': 1, 'wearemaybelline': 1, 'makeup': 1}"
1188747,51324.0,573.15,4.3657,1.7292,7,1,6,0,0.857,"{'automotive': 1, 'lampumobil': 1, 'laskarsinar': 1, 'evcar': 1, 'bydseal': 1, 'mobillistrik': 1}"
393934,16773.46,27.9,4.265,1.3839,76,0,76,0,0.053,"{'catheez': 2, 'vior': 1, 'meyden': 1}"
659060,48064.37,522.35,7.3721,2.508,19,2,8,9,1.263,"{'bilaesokibutiada': 6, 'rayakanselagiada': 6, 'leopictures': 5, 'gebyarundianindomaret': 1, '36thindomaret': 1, 'semarakulangtahunindomaret': 1, 'bilaesokibuatiada': 1, 'inispotifyaku': 1, 'workingwithspotify': 1, 'filmbilaesokibutiada': 1}"
534416,5701.09,65.22,1.079,2.3425,3,0,3,0,0.0,{}
299001,29256.89,79.89,9.8116,7.0792,12,1,6,5,1.333,"{'yslbeauty': 1, 'yslholiday': 1, 'yslbeautyid': 1, 'ownthethrone': 1, 'whywinningmatters': 1, '2024hok': 1, 'honorofkings': 2, 'hokesports': 1, 'hokchampionship': 1, 'hokchampionship24': 1, 'naiklevelbarenggopay': 1, 'dompetandalangamers': 1, 'cowstylebeauty': 1, 'bounciabodysoap': 1, 'yukcobabouncia': 1}"
163018,49718.04,127.06,30.5764,18.3681,59,0,54,5,1.729,"{'lalaken': 47, 'pranktemen': 1, 'prankpacar': 1, 'prank': 2, 'funnyvideo': 2, 'challenge': 1, 'funnycontent': 1, 'humor': 1, 'comedy': 1, 'funny': 3, 'mixedcouple': 1, 'pacarbule': 1, 'prankbule': 1, 'bestfriend': 1, 'juanneve': 2, 'cicimasbule': 2, 'sengsengsquad': 2, 'ichoosedigiplus': 1, 'equestrian': 1, 'horseriding': 1, 'paquitoindonesia': 1, 'bestieforskin': 1, 'outfitoftheday': 1, 'outfit': 2, 'outfitinspiration': 1, 'sengsengseng': 1, 'addicteve': 1, 'couple': 2, 'couplegoals': 1, 'funnycouples': 1, 'funnyvideos': 1, 'funnymoments': 1, 'relatable': 1, 'relatablepost': 1, 'birthday': 1, 'xixiucosmetic': 2, 'divinelipmattesense': 2, 'feelthesense': 1, 'beautyforeveryone': 1, 'outfitinspo': 1, 'lalakenfits': 1, 'npure': 1, 'npurepowercushion': 1, 'npurepowerseries': 1, 'couplevideos': 1}"
406847,6569.7,70.18,1.632,14.3107,50,0,47,3,0.24,"{'magic5season3indosiar': 1, 'magic5': 1, 'megakreasifilms': 1, 'boyswillbeboys': 1, 'wasitbotakcurang': 1, 'gowithtravelygo': 1, 'travelhemat': 1, 'tripbali': 1, 'tripthailand': 1, 'travelkorea': 1, 'tripmurah': 1, 'traveljepang': 1}"
630451,3464.62,156.17,0.5743,0.7289,42,1,39,2,2.0,"{'bisnis': 1, 'business': 1, 'sekolahbisnis': 1, 'artificialintelligence': 3, 'kecerdasanbuatan': 1, 'optimus': 1, 'humanoidrobot': 1, 'elonmusk': 1, 'ai': 6, 'kanvasdankita': 3, 'pemilu': 1, 'amerika': 2, 'indonesia': 2, 'news': 3, 'info': 3, 'debatcapres': 1, 'pilpres2024': 1, 'dramapolitik': 1, 'genz': 1, 'indosatxaico': 1, 'thefutureofwork': 1, 'aicocommunity': 2, 'aiinworkplace': 1, 'exclusiveevent': 1, 'futureready': 1, 'artificialindonesia': 1, 'fyp': 1, 'artificialinteligence': 1, 'belajarai': 1, 'longervideos': 1, 'creatorhouseid': 1, 'serunyabelajar': 1, 'smartertechnology': 1, 'lenovoid': 1, 'reyfrangswa': 1, 'vidaexecutivesummit': 1, 'cybersecurity': 1, 'lenovo': 1, 'nvidia': 1, 'workshop': 1, 'umn': 1, 'techevent': 1, 'laptopai': 1, 'aico': 2, 'skripsi': 1, 'interviewhacks': 1, 'psikologi': 1, 'karier': 1, 'tipskerja': 1, 'drama': 1, 'plottwist': 1, 'rodhostoma': 1, 'rodhos': 1, 'rhodos': 1, 'rhodostoma': 1, 'akademifutsal': 1, 'futsalmedan': 1, 'futsal': 1, 'akademifutsalmedan': 1, 'futbolmedan': 1, 'afkmedan': 1, 'ular': 1, 'ulartanah': 1, 'ulargibug': 1, 'ranjaudarat': 1, 'ranjau': 1, 'eventai': 1}"
420969,9637.31,31.06,2.2967,5.3652,27,0,19,8,0.222,"{'trioutxrayeandrepila': 2, 'niagungcelamanya': 1, 'synchronizefest2024': 1, 'togetherbersama': 1, '4evertiljannah': 1}"
105860,2473.29,31.93,2.3665,0.4714,1,0,1,0,3.0,"{'xcskiing': 1, 'skiopening': 1, 'dachstein': 1}"
